Location,Date,Year,County,WaterTempF,
Canal,4/23/16,2016,Colusa,67.456,
Canal,4/23/16,2016,Colusa,61.333,
Canal,4/23/16,2016,Colusa,88.81,
Canal,4/23/16,2016,Colusa,89.316,
Canal,4/23/16,2016,Colusa,85.894,
Canal,4/23/16,2016,Colusa,80.625,
Canal,4/23/16,2016,Colusa,75.681,
Canal,4/23/16,2016,Colusa,71.017,
Canal,4/23/16,2016,Colusa,67.158,
Canal,4/23/16,2016,Colusa,65.102,
Canal,4/23/16,2016,Colusa,63.604,
Canal,4/23/16,2016,Colusa,62.362,
Canal,4/24/16,2016,Colusa,61.29,
Canal,4/24/16,2016,Colusa,59.486,
Canal,4/24/16,2016,Colusa,57.376,
Canal,4/24/16,2016,Colusa,55.429,
Canal,4/24/16,2016,Colusa,53.994,
Canal,4/24/16,2016,Colusa,53.645,
Canal,4/24/16,2016,Colusa,53.341,
Canal,4/24/16,2016,Colusa,53.427,
Canal,4/24/16,2016,Colusa,58.066,
Canal,4/24/16,2016,Colusa,65.658,
Canal,4/24/16,2016,Colusa,72.653,
Canal,4/24/16,2016,Colusa,78.953,
Canal,4/24/16,2016,Colusa,83.959,
Canal,4/24/16,2016,Colusa,88.075,
Canal,4/24/16,2016,Colusa,89.085,
Canal,4/24/16,2016,Colusa,84.049,
Canal,4/24/16,2016,Colusa,71.834,
Canal,4/24/16,2016,Colusa,65.145,
Canal,4/24/16,2016,Colusa,65.017,
Canal,4/24/16,2016,Colusa,64.161,
Canal,4/24/16,2016,Colusa,60.818,
Canal,4/24/16,2016,Colusa,54.82,
Canal,4/24/16,2016,Colusa,51.764,
Canal,4/24/16,2016,Colusa,49.649,
Canal,4/25/16,2016,Colusa,47.512,
Canal,4/25/16,2016,Colusa,45.941,
Canal,4/25/16,2016,Colusa,45.217,
Canal,4/25/16,2016,Colusa,44.492,
Canal,4/25/16,2016,Colusa,44.218,
Canal,4/25/16,2016,Colusa,45.354,
Canal,4/25/16,2016,Colusa,45.896,
Canal,4/25/16,2016,Colusa,52.029,
Canal,4/25/16,2016,Colusa,55.819,
Canal,4/25/16,2016,Colusa,58.368,
Canal,4/25/16,2016,Colusa,60.861,
Canal,4/25/16,2016,Colusa,63.133,
Canal,4/25/16,2016,Colusa,64.074,
Canal,4/25/16,2016,Colusa,65.658,
Canal,4/25/16,2016,Colusa,69.901,
Canal,4/25/16,2016,Colusa,70.286,
Canal,4/25/16,2016,Colusa,70.803,
Canal,4/25/16,2016,Colusa,70.072,
Canal,4/25/16,2016,Colusa,67.329,
Canal,4/25/16,2016,Colusa,61.376,
Canal,4/25/16,2016,Colusa,54.865,
Canal,4/25/16,2016,Colusa,51.764,
Canal,4/25/16,2016,Colusa,52.817,
Canal,4/25/16,2016,Colusa,51.984,
Canal,4/26/16,2016,Colusa,49.338,
Canal,4/26/16,2016,Colusa,47.871,
Canal,4/26/16,2016,Colusa,44.31,
Canal,4/26/16,2016,Colusa,44.4,
Canal,4/26/16,2016,Colusa,42.478,
Canal,4/26/16,2016,Colusa,42.755,
Canal,4/26/16,2016,Colusa,42.433,
Canal,4/26/16,2016,Colusa,52.992,
Canal,4/26/16,2016,Colusa,58.971,
Canal,4/26/16,2016,Colusa,63.304,
Canal,4/26/16,2016,Colusa,67.158,
Canal,4/26/16,2016,Colusa,69.3,
Canal,4/26/16,2016,Colusa,69.985,
Canal,4/26/16,2016,Colusa,74.338,
Canal,4/26/16,2016,Colusa,76.768,
Canal,4/26/16,2016,Colusa,78.471,
Canal,4/26/16,2016,Colusa,76.289,
Canal,4/26/16,2016,Colusa,77.029,
Canal,4/26/16,2016,Colusa,68.828,
Canal,4/26/16,2016,Colusa,64.717,
Canal,4/26/16,2016,Colusa,62.148,
Canal,4/26/16,2016,Colusa,60.174,
Canal,4/26/16,2016,Colusa,58.152,
Canal,4/26/16,2016,Colusa,58.455,
Canal,4/27/16,2016,Colusa,56.556,
Canal,4/27/16,2016,Colusa,53.121,
Canal,4/27/16,2016,Colusa,52.335,
Canal,4/27/16,2016,Colusa,51.105,
Canal,4/27/16,2016,Colusa,49.383,
Canal,4/27/16,2016,Colusa,49.471,
Canal,4/27/16,2016,Colusa,48.45,
Canal,4/27/16,2016,Colusa,53.341,
Canal,4/27/16,2016,Colusa,52.597,
Canal,4/27/16,2016,Colusa,56.469,
Canal,4/27/16,2016,Colusa,58.755,
Canal,4/27/16,2016,Colusa,61.419,
Canal,4/27/16,2016,Colusa,67.242,
Canal,4/27/16,2016,Colusa,67.798,
Canal,4/27/16,2016,Colusa,69.17,
Canal,4/27/16,2016,Colusa,72.221,
Canal,4/27/16,2016,Colusa,71.92,
Canal,4/27/16,2016,Colusa,70.846,
Canal,4/27/16,2016,Colusa,68.956,
Canal,4/27/16,2016,Colusa,64.247,
Canal,4/27/16,2016,Colusa,57.722,
Canal,4/27/16,2016,Colusa,54.082,
Canal,4/27/16,2016,Colusa,52.817,
Canal,4/27/16,2016,Colusa,51.017,
Canal,4/28/16,2016,Colusa,50.092,
Canal,4/28/16,2016,Colusa,50.4,
Canal,4/28/16,2016,Colusa,48.762,
Canal,4/28/16,2016,Colusa,49.428,
Canal,4/28/16,2016,Colusa,49.383,
Canal,4/28/16,2016,Colusa,45.714,
Canal,4/28/16,2016,Colusa,49.338,
Canal,4/28/16,2016,Colusa,58.239,
Canal,4/28/16,2016,Colusa,64.033,
Canal,4/28/16,2016,Colusa,66.772,
Canal,4/28/16,2016,Colusa,69.129,
Canal,4/28/16,2016,Colusa,71.146,
Canal,4/28/16,2016,Colusa,71.834,
Canal,4/28/16,2016,Colusa,73.731,
Canal,4/28/16,2016,Colusa,77.421,
Canal,4/28/16,2016,Colusa,79.7,
Canal,4/28/16,2016,Colusa,74.986,
Canal,4/28/16,2016,Colusa,72.05,
Canal,4/28/16,2016,Colusa,68.313,
Canal,4/28/16,2016,Colusa,65.273,
Canal,4/28/16,2016,Colusa,61.804,
Canal,4/28/16,2016,Colusa,59.099,
Canal,4/28/16,2016,Colusa,57.506,
Canal,4/28/16,2016,Colusa,56.122,
Canal,4/29/16,2016,Colusa,55.515,
Canal,4/29/16,2016,Colusa,54.777,
Canal,4/29/16,2016,Colusa,54.126,
Canal,4/29/16,2016,Colusa,53.645,
Canal,4/29/16,2016,Colusa,53.253,
Canal,4/29/16,2016,Colusa,52.772,
Canal,4/29/16,2016,Colusa,52.686,
Canal,4/29/16,2016,Colusa,53.559,
Canal,4/29/16,2016,Colusa,57.679,
Canal,4/29/16,2016,Colusa,61.761,
Canal,4/29/16,2016,Colusa,70.286,
Canal,4/29/16,2016,Colusa,78.559,
Canal,4/29/16,2016,Colusa,83.021,
Canal,4/29/16,2016,Colusa,87.346,
Canal,4/29/16,2016,Colusa,90.424,
Canal,4/29/16,2016,Colusa,92.244,
Canal,4/29/16,2016,Colusa,90.612,
Canal,4/29/16,2016,Colusa,86.981,
Canal,4/29/16,2016,Colusa,82.976,
Canal,4/29/16,2016,Colusa,77.072,
Canal,4/29/16,2016,Colusa,66.043,
Canal,4/29/16,2016,Colusa,61.677,
Canal,4/29/16,2016,Colusa,58.411,
Canal,4/29/16,2016,Colusa,56.469,
Canal,4/30/16,2016,Colusa,54.387,
Canal,4/30/16,2016,Colusa,53.69,
Canal,4/30/16,2016,Colusa,52.291,
Canal,4/30/16,2016,Colusa,51.237,
Canal,4/30/16,2016,Colusa,50.356,
Canal,4/30/16,2016,Colusa,49.561,
Canal,4/30/16,2016,Colusa,49.028,
Canal,4/30/16,2016,Colusa,50.356,
Canal,4/30/16,2016,Colusa,54.3,
Canal,4/30/16,2016,Colusa,58.368,
Canal,4/30/16,2016,Colusa,63.732,
Canal,4/30/16,2016,Colusa,66.729,
Canal,4/30/16,2016,Colusa,69.6,
Canal,4/30/16,2016,Colusa,73.213,
Canal,4/30/16,2016,Colusa,74.943,
Canal,4/30/16,2016,Colusa,75.508,
Canal,4/30/16,2016,Colusa,74.813,
Canal,4/30/16,2016,Colusa,72.955,
Canal,4/30/16,2016,Colusa,69.557,
Canal,4/30/16,2016,Colusa,66.515,
Canal,4/30/16,2016,Colusa,63.604,
Canal,4/30/16,2016,Colusa,61.506,
Canal,4/30/16,2016,Colusa,59.873,
Canal,4/30/16,2016,Colusa,58.541,
Canal,5/1/16,2016,Colusa,57.506,
Canal,5/1/16,2016,Colusa,56.469,
Canal,5/1/16,2016,Colusa,55.429,
Canal,5/1/16,2016,Colusa,54.473,
Canal,5/1/16,2016,Colusa,53.645,
Canal,5/1/16,2016,Colusa,52.992,
Canal,5/1/16,2016,Colusa,52.509,
Canal,5/1/16,2016,Colusa,52.903,
Canal,5/1/16,2016,Colusa,55.168,
Canal,5/1/16,2016,Colusa,58.971,
Canal,5/1/16,2016,Colusa,63.689,
Canal,5/1/16,2016,Colusa,69.042,
Canal,5/1/16,2016,Colusa,74.206,
Canal,5/1/16,2016,Colusa,79.48,
Canal,5/1/16,2016,Colusa,84.049,
Canal,5/1/16,2016,Colusa,87.528,
Canal,5/1/16,2016,Colusa,90.982,
Canal,5/1/16,2016,Colusa,90.891,
Canal,5/1/16,2016,Colusa,88.167,
Canal,5/1/16,2016,Colusa,83.109,
Canal,5/1/16,2016,Colusa,78.382,
Canal,5/1/16,2016,Colusa,75.551,
Canal,5/1/16,2016,Colusa,71.748,
Canal,5/1/16,2016,Colusa,68.742,
Canal,5/2/16,2016,Colusa,66.258,
Canal,5/2/16,2016,Colusa,64.546,
Canal,5/2/16,2016,Colusa,63.048,
Canal,5/2/16,2016,Colusa,61.419,
Canal,5/2/16,2016,Colusa,60.39,
Canal,5/2/16,2016,Colusa,59.659,
Canal,5/2/16,2016,Colusa,58.755,
Canal,5/2/16,2016,Colusa,58.928,
Canal,5/2/16,2016,Colusa,61.162,
Canal,5/2/16,2016,Colusa,65.487,
Canal,5/2/16,2016,Colusa,71.19,
Canal,5/2/16,2016,Colusa,77.029,
Canal,5/2/16,2016,Colusa,83.332,
Canal,5/2/16,2016,Colusa,87.528,
Canal,5/2/16,2016,Colusa,90.239,
Canal,5/2/16,2016,Colusa,90.75,
Canal,5/2/16,2016,Colusa,89.132,
Canal,5/2/16,2016,Colusa,86.256,
Canal,5/2/16,2016,Colusa,81.909,
Canal,5/2/16,2016,Colusa,77.509,
Canal,5/2/16,2016,Colusa,74.25,
Canal,5/2/16,2016,Colusa,72.05,
Canal,5/2/16,2016,Colusa,70.158,
Canal,5/2/16,2016,Colusa,68.313,
Canal,5/3/16,2016,Colusa,66.385,
Canal,5/3/16,2016,Colusa,65.23,
Canal,5/3/16,2016,Colusa,63.946,
Canal,5/3/16,2016,Colusa,63.176,
Canal,5/3/16,2016,Colusa,61.761,
Canal,5/3/16,2016,Colusa,60.733,
Canal,5/3/16,2016,Colusa,59.916,
Canal,5/3/16,2016,Colusa,60.046,
Canal,5/3/16,2016,Colusa,61.761,
Canal,5/3/16,2016,Colusa,65.102,
Canal,5/3/16,2016,Colusa,67.971,
Canal,5/3/16,2016,Colusa,72.869,
Canal,5/3/16,2016,Colusa,77.859,
Canal,5/3/16,2016,Colusa,82.308,
Canal,5/3/16,2016,Colusa,86.391,
Canal,5/3/16,2016,Colusa,87.346,
Canal,5/3/16,2016,Colusa,85.397,
Canal,5/3/16,2016,Colusa,84.542,
Canal,5/3/16,2016,Colusa,81.952,
Canal,5/3/16,2016,Colusa,78.471,
Canal,5/3/16,2016,Colusa,76.114,
Canal,5/3/16,2016,Colusa,74.77,
Canal,5/3/16,2016,Colusa,73.083,
Canal,5/3/16,2016,Colusa,71.49,
Canal,5/4/16,2016,Colusa,70.243,
Canal,5/4/16,2016,Colusa,68.828,
Canal,5/4/16,2016,Colusa,67.627,
Canal,5/4/16,2016,Colusa,66.943,
Canal,5/4/16,2016,Colusa,66.301,
Canal,5/4/16,2016,Colusa,65.53,
Canal,5/4/16,2016,Colusa,65.017,
Canal,5/4/16,2016,Colusa,64.803,
Canal,5/4/16,2016,Colusa,64.803,
Canal,5/4/16,2016,Colusa,66.686,
Canal,5/4/16,2016,Colusa,69.042,
Canal,5/4/16,2016,Colusa,72.783,
Canal,5/4/16,2016,Colusa,75.898,
Canal,5/4/16,2016,Colusa,77.421,
Canal,5/4/16,2016,Colusa,81.066,
Canal,5/4/16,2016,Colusa,84.317,
Canal,5/4/16,2016,Colusa,86.346,
Canal,5/4/16,2016,Colusa,86.754,
Canal,5/4/16,2016,Colusa,84.407,
Canal,5/4/16,2016,Colusa,80.625,
Canal,5/4/16,2016,Colusa,77.16,
Canal,5/4/16,2016,Colusa,74.727,
Canal,5/4/16,2016,Colusa,72.61,
Canal,5/4/16,2016,Colusa,70.846,
Canal,5/5/16,2016,Colusa,69.213,
Canal,5/5/16,2016,Colusa,68.056,
Canal,5/5/16,2016,Colusa,66.385,
Canal,5/5/16,2016,Colusa,64.503,
Canal,5/5/16,2016,Colusa,62.447,
Canal,5/5/16,2016,Colusa,61.075,
Canal,5/5/16,2016,Colusa,60.003,
Canal,5/5/16,2016,Colusa,59.702,
Canal,5/5/16,2016,Colusa,61.72,
Canal,5/5/16,2016,Colusa,65.316,
Canal,5/5/16,2016,Colusa,68.614,
Canal,5/5/16,2016,Colusa,71.231,
Canal,5/5/16,2016,Colusa,68.356,
Canal,5/5/16,2016,Colusa,68.571,
Canal,5/5/16,2016,Colusa,68.313,
Canal,5/5/16,2016,Colusa,66.772,
Canal,5/5/16,2016,Colusa,65.487,
Canal,5/5/16,2016,Colusa,64.332,
Canal,5/5/16,2016,Colusa,63.862,
Canal,5/5/16,2016,Colusa,63.689,
Canal,5/5/16,2016,Colusa,63.09,
Canal,5/5/16,2016,Colusa,62.362,
Canal,5/5/16,2016,Colusa,61.633,
Canal,5/5/16,2016,Colusa,60.991,
Canal,5/6/16,2016,Colusa,60.174,
Canal,5/6/16,2016,Colusa,59.445,
Canal,5/6/16,2016,Colusa,58.885,
Canal,5/6/16,2016,Colusa,58.712,
Canal,5/6/16,2016,Colusa,58.455,
Canal,5/6/16,2016,Colusa,58.195,
Canal,5/6/16,2016,Colusa,58.109,
Canal,5/6/16,2016,Colusa,58.541,
Canal,5/6/16,2016,Colusa,59.616,
Canal,5/6/16,2016,Colusa,61.205,
Canal,5/6/16,2016,Colusa,62.49,
Canal,5/6/16,2016,Colusa,65.788,
Canal,5/6/16,2016,Colusa,69.17,
Canal,5/6/16,2016,Colusa,70.673,
Canal,5/6/16,2016,Colusa,75.029,
Canal,5/6/16,2016,Colusa,80.713,
Canal,5/6/16,2016,Colusa,83.242,
Canal,5/6/16,2016,Colusa,81.288,
Canal,5/6/16,2016,Colusa,78.251,
Canal,5/6/16,2016,Colusa,75.16,
Canal,5/6/16,2016,Colusa,72.912,
Canal,5/6/16,2016,Colusa,70.286,
Canal,5/6/16,2016,Colusa,68.4,
Canal,5/6/16,2016,Colusa,67.028,
Canal,5/7/16,2016,Colusa,65.872,
Canal,5/7/16,2016,Colusa,65.102,
Canal,5/7/16,2016,Colusa,64.418,
Canal,5/7/16,2016,Colusa,63.819,
Canal,5/7/16,2016,Colusa,63.133,
Canal,5/7/16,2016,Colusa,62.62,
Canal,5/7/16,2016,Colusa,61.977,
Canal,5/7/16,2016,Colusa,61.72,
Canal,5/7/16,2016,Colusa,61.376,
Canal,5/7/16,2016,Colusa,61.205,
Canal,5/7/16,2016,Colusa,61.162,
Canal,5/7/16,2016,Colusa,61.977,
Canal,5/7/16,2016,Colusa,62.704,
Canal,5/7/16,2016,Colusa,63.689,
Canal,5/7/16,2016,Colusa,64.418,
Canal,5/7/16,2016,Colusa,64.503,
Canal,5/7/16,2016,Colusa,64.418,
Canal,5/7/16,2016,Colusa,65.745,
Canal,5/7/16,2016,Colusa,65.788,
Canal,5/7/16,2016,Colusa,65.145,
Canal,5/7/16,2016,Colusa,64.459,
Canal,5/7/16,2016,Colusa,63.732,
Canal,5/7/16,2016,Colusa,62.962,
Canal,5/7/16,2016,Colusa,62.533,
Canal,5/8/16,2016,Colusa,62.319,
Canal,5/8/16,2016,Colusa,61.934,
Canal,5/8/16,2016,Colusa,61.633,
Canal,5/8/16,2016,Colusa,61.376,
Canal,5/8/16,2016,Colusa,61.162,
Canal,5/8/16,2016,Colusa,60.861,
Canal,5/8/16,2016,Colusa,60.69,
Canal,5/8/16,2016,Colusa,60.948,
Canal,5/8/16,2016,Colusa,61.547,
Canal,5/8/16,2016,Colusa,62.533,
Canal,5/8/16,2016,Colusa,64.074,
Canal,5/8/16,2016,Colusa,68.4,
Canal,5/8/16,2016,Colusa,72.653,
Canal,5/8/16,2016,Colusa,77.117,
Canal,5/8/16,2016,Colusa,82.396,
Canal,5/8/16,2016,Colusa,87.028,
Canal,5/8/16,2016,Colusa,87.71,
Canal,5/8/16,2016,Colusa,85.667,
Canal,5/8/16,2016,Colusa,82.708,
Canal,5/8/16,2016,Colusa,78.996,
Canal,5/8/16,2016,Colusa,75.898,
Canal,5/8/16,2016,Colusa,73.17,
Canal,5/8/16,2016,Colusa,71.533,
Canal,5/8/16,2016,Colusa,70.286,
Canal,5/9/16,2016,Colusa,69.471,
Canal,5/9/16,2016,Colusa,68.484,
Canal,5/9/16,2016,Colusa,67.372,
Canal,5/9/16,2016,Colusa,65.745,
Canal,5/9/16,2016,Colusa,64.204,
Canal,5/9/16,2016,Colusa,62.661,
Canal,5/9/16,2016,Colusa,61.547,
Canal,5/9/16,2016,Colusa,61.633,
Canal,5/9/16,2016,Colusa,61.848,
Canal,5/9/16,2016,Colusa,63.005,
Canal,5/9/16,2016,Colusa,65.316,
Canal,5/9/16,2016,Colusa,70.115,
Canal,5/9/16,2016,Colusa,77.247,
Canal,5/9/16,2016,Colusa,83.511,
Canal,5/9/16,2016,Colusa,88.993,
Canal,5/9/16,2016,Colusa,91.542,
Canal,5/9/16,2016,Colusa,92.057,
Canal,5/9/16,2016,Colusa,90.424,
Canal,5/9/16,2016,Colusa,87.436,
Canal,5/9/16,2016,Colusa,84.722,
Canal,5/9/16,2016,Colusa,81.509,
Canal,5/9/16,2016,Colusa,79.173,
Canal,5/9/16,2016,Colusa,76.419,
Canal,5/9/16,2016,Colusa,74.163,
Canal,5/10/16,2016,Colusa,72.61,
Canal,5/10/16,2016,Colusa,71.317,
Canal,5/10/16,2016,Colusa,69.557,
Canal,5/10/16,2016,Colusa,68.614,
Canal,5/10/16,2016,Colusa,67.543,
Canal,5/10/16,2016,Colusa,66.173,
Canal,5/10/16,2016,Colusa,65.23,
Canal,5/10/16,2016,Colusa,65.444,
Canal,5/10/16,2016,Colusa,67.456,
Canal,5/10/16,2016,Colusa,69.042,
Canal,5/10/16,2016,Colusa,72.351,
Canal,5/10/16,2016,Colusa,76.419,
Canal,5/10/16,2016,Colusa,80.227,
Canal,5/10/16,2016,Colusa,83.242,
Canal,5/10/16,2016,Colusa,85.487,
Canal,5/10/16,2016,Colusa,86.981,
Canal,5/10/16,2016,Colusa,87.3,
Canal,5/10/16,2016,Colusa,85.577,
Canal,5/10/16,2016,Colusa,82.353,
Canal,5/10/16,2016,Colusa,79.041,
Canal,5/10/16,2016,Colusa,76.071,
Canal,5/10/16,2016,Colusa,73.688,
Canal,5/10/16,2016,Colusa,70.974,
Canal,5/10/16,2016,Colusa,69.085,
Canal,5/11/16,2016,Colusa,66.643,
Canal,5/11/16,2016,Colusa,65.403,
Canal,5/11/16,2016,Colusa,63.819,
Canal,5/11/16,2016,Colusa,62.019,
Canal,5/11/16,2016,Colusa,61.205,
Canal,5/11/16,2016,Colusa,60.089,
Canal,5/11/16,2016,Colusa,59.616,
Canal,5/11/16,2016,Colusa,60.174,
Canal,5/11/16,2016,Colusa,62.962,
Canal,5/11/16,2016,Colusa,66.772,
Canal,5/11/16,2016,Colusa,70.716,
Canal,5/11/16,2016,Colusa,76.419,
Canal,5/11/16,2016,Colusa,82.62,
Canal,5/11/16,2016,Colusa,86.664,
Canal,5/11/16,2016,Colusa,91.636,
Canal,5/11/16,2016,Colusa,94.419,
Canal,5/11/16,2016,Colusa,95.374,
Canal,5/11/16,2016,Colusa,94.896,
Canal,5/11/16,2016,Colusa,92.62,
Canal,5/11/16,2016,Colusa,88.351,
Canal,5/11/16,2016,Colusa,84.812,
Canal,5/11/16,2016,Colusa,81.421,
Canal,5/11/16,2016,Colusa,78.69,
Canal,5/11/16,2016,Colusa,76.375,
Canal,5/12/16,2016,Colusa,74.727,
Canal,5/12/16,2016,Colusa,72.264,
Canal,5/12/16,2016,Colusa,70.543,
Canal,5/12/16,2016,Colusa,68.871,
Canal,5/12/16,2016,Colusa,67.329,
Canal,5/12/16,2016,Colusa,66.301,
Canal,5/12/16,2016,Colusa,65.53,
Canal,5/12/16,2016,Colusa,66,
Canal,5/12/16,2016,Colusa,68.227,
Canal,5/12/16,2016,Colusa,72.653,
Canal,5/12/16,2016,Colusa,78.69,
Canal,5/12/16,2016,Colusa,84.677,
Canal,5/12/16,2016,Colusa,89.915,
Canal,5/12/16,2016,Colusa,94.8,
Canal,5/12/16,2016,Colusa,97.842,
Canal,5/12/16,2016,Colusa,97.648,
Canal,5/12/16,2016,Colusa,97.014,
Canal,5/12/16,2016,Colusa,94.372,
Canal,5/12/16,2016,Colusa,90.891,
Canal,5/12/16,2016,Colusa,86.391,
Canal,5/12/16,2016,Colusa,83.332,
Canal,5/12/16,2016,Colusa,80.58,
Canal,5/12/16,2016,Colusa,78.471,
Canal,5/12/16,2016,Colusa,76.986,
Canal,5/13/16,2016,Colusa,75.637,
Canal,5/13/16,2016,Colusa,73.429,
Canal,5/13/16,2016,Colusa,70.587,
Canal,5/13/16,2016,Colusa,68.227,
Canal,5/13/16,2016,Colusa,66.301,
Canal,5/13/16,2016,Colusa,64.546,
Canal,5/13/16,2016,Colusa,63.048,
Canal,5/13/16,2016,Colusa,63.262,
Canal,5/13/16,2016,Colusa,65.745,
Canal,5/13/16,2016,Colusa,70.372,
Canal,5/13/16,2016,Colusa,76.158,
Canal,5/13/16,2016,Colusa,83.422,
Canal,5/13/16,2016,Colusa,88.993,
Canal,5/13/16,2016,Colusa,92.62,
Canal,5/13/16,2016,Colusa,93.47,
Canal,5/13/16,2016,Colusa,93.234,
Canal,5/13/16,2016,Colusa,90.424,
Canal,5/13/16,2016,Colusa,87.483,
Canal,5/13/16,2016,Colusa,83.021,
Canal,5/13/16,2016,Colusa,78.777,
Canal,5/13/16,2016,Colusa,74.077,
Canal,5/13/16,2016,Colusa,69.386,
Canal,5/13/16,2016,Colusa,66.344,
Canal,5/13/16,2016,Colusa,63.39,
Canal,5/14/16,2016,Colusa,60.818,
Canal,5/14/16,2016,Colusa,58.798,
Canal,5/14/16,2016,Colusa,57.333,
Canal,5/14/16,2016,Colusa,56.208,
Canal,5/14/16,2016,Colusa,55.299,
Canal,5/14/16,2016,Colusa,54.995,
Canal,5/14/16,2016,Colusa,54.734,
Canal,5/14/16,2016,Colusa,56.079,
Canal,5/14/16,2016,Colusa,59.358,
Canal,5/14/16,2016,Colusa,63.39,
Canal,5/14/16,2016,Colusa,70.673,
Canal,5/14/16,2016,Colusa,78.296,
Canal,5/14/16,2016,Colusa,84.767,
Canal,5/14/16,2016,Colusa,87.346,
Canal,5/14/16,2016,Colusa,91.729,
Canal,5/14/16,2016,Colusa,94.276,
Canal,5/14/16,2016,Colusa,88.167,
Canal,5/14/16,2016,Colusa,85.035,
Canal,5/14/16,2016,Colusa,80.802,
Canal,5/14/16,2016,Colusa,77.727,
Canal,5/14/16,2016,Colusa,73.645,
Canal,5/14/16,2016,Colusa,70.846,
Canal,5/14/16,2016,Colusa,68.913,
Canal,5/14/16,2016,Colusa,67.158,
Canal,5/15/16,2016,Colusa,66.472,
Canal,5/15/16,2016,Colusa,65.403,
Canal,5/15/16,2016,Colusa,64.418,
Canal,5/15/16,2016,Colusa,62.875,
Canal,5/15/16,2016,Colusa,62.019,
Canal,5/15/16,2016,Colusa,61.547,
Canal,5/15/16,2016,Colusa,60.948,
Canal,5/15/16,2016,Colusa,61.677,
Canal,5/15/16,2016,Colusa,64.632,
Canal,5/15/16,2016,Colusa,69.643,
Canal,5/15/16,2016,Colusa,75.42,
Canal,5/15/16,2016,Colusa,81.73,
Canal,5/15/16,2016,Colusa,87.62,
Canal,5/15/16,2016,Colusa,92.01,
Canal,5/15/16,2016,Colusa,94.991,
Canal,5/15/16,2016,Colusa,96.822,
Canal,5/15/16,2016,Colusa,95.711,
Canal,5/15/16,2016,Colusa,93.328,
Canal,5/15/16,2016,Colusa,89.776,
Canal,5/15/16,2016,Colusa,85.984,
Canal,5/15/16,2016,Colusa,82.042,
Canal,5/15/16,2016,Colusa,78.953,
Canal,5/15/16,2016,Colusa,75.247,
Canal,5/15/16,2016,Colusa,72.567,
Canal,5/16/16,2016,Colusa,70.543,
Canal,5/16/16,2016,Colusa,69.386,
Canal,5/16/16,2016,Colusa,68.185,
Canal,5/16/16,2016,Colusa,66.429,
Canal,5/16/16,2016,Colusa,64.247,
Canal,5/16/16,2016,Colusa,62.875,
Canal,5/16/16,2016,Colusa,62.105,
Canal,5/16/16,2016,Colusa,62.919,
Canal,5/16/16,2016,Colusa,66.043,
Canal,5/16/16,2016,Colusa,69.901,
Canal,5/16/16,2016,Colusa,73.731,
Canal,5/16/16,2016,Colusa,77.77,
Canal,5/16/16,2016,Colusa,82.441,
Canal,5/16/16,2016,Colusa,85.352,
Canal,5/16/16,2016,Colusa,86.799,
Canal,5/16/16,2016,Colusa,86.709,
Canal,5/16/16,2016,Colusa,85.532,
Canal,5/16/16,2016,Colusa,82.396,
Canal,5/16/16,2016,Colusa,78.339,
Canal,5/16/16,2016,Colusa,74.943,
Canal,5/16/16,2016,Colusa,71.231,
Canal,5/16/16,2016,Colusa,67.714,
Canal,5/16/16,2016,Colusa,65.615,
Canal,5/16/16,2016,Colusa,63.99,
Canal,5/17/16,2016,Colusa,62.62,
Canal,5/17/16,2016,Colusa,61.72,
Canal,5/17/16,2016,Colusa,60.647,
Canal,5/17/16,2016,Colusa,59.83,
Canal,5/17/16,2016,Colusa,59.185,
Canal,5/17/16,2016,Colusa,58.368,
Canal,5/17/16,2016,Colusa,58.066,
Canal,5/17/16,2016,Colusa,59.572,
Canal,5/17/16,2016,Colusa,63.561,
Canal,5/17/16,2016,Colusa,68.443,
Canal,5/17/16,2016,Colusa,73.472,
Canal,5/17/16,2016,Colusa,77.99,
Canal,5/17/16,2016,Colusa,82.708,
Canal,5/17/16,2016,Colusa,86.346,
Canal,5/17/16,2016,Colusa,88.259,
Canal,5/17/16,2016,Colusa,88.534,
Canal,5/17/16,2016,Colusa,87.985,
Canal,5/17/16,2016,Colusa,86.256,
Canal,5/17/16,2016,Colusa,84.004,
Canal,5/17/16,2016,Colusa,81.333,
Canal,5/17/16,2016,Colusa,78.165,
Canal,5/17/16,2016,Colusa,75.42,
Canal,5/17/16,2016,Colusa,72.696,
Canal,5/17/16,2016,Colusa,70.887,
Canal,5/18/16,2016,Colusa,69.814,
Canal,5/18/16,2016,Colusa,68.313,
Canal,5/18/16,2016,Colusa,66.857,
Canal,5/18/16,2016,Colusa,65.701,
Canal,5/18/16,2016,Colusa,64.888,
Canal,5/18/16,2016,Colusa,64.247,
Canal,5/18/16,2016,Colusa,63.903,
Canal,5/18/16,2016,Colusa,65.487,
Canal,5/18/16,2016,Colusa,69.771,
Canal,5/18/16,2016,Colusa,75.42,
Canal,5/18/16,2016,Colusa,81.421,
Canal,5/18/16,2016,Colusa,88.306,
Canal,5/18/16,2016,Colusa,92.809,
Canal,5/18/16,2016,Colusa,95.184,
Canal,5/18/16,2016,Colusa,99.662,
Canal,5/18/16,2016,Colusa,101.107,
Canal,5/18/16,2016,Colusa,98.971,
Canal,5/18/16,2016,Colusa,94.991,
Canal,5/18/16,2016,Colusa,90.379,
