Variety,Location,T_l,T_opt,Comparison,RMSE,MBE,MAE
HeadM206_DaysToHeading,LarrabeeSheppard,19,30,Local vs PRISM,90.95001339483046,74.5383074074074,86.62673976604938
HeadM206_DaysToHeading,LarrabeeSheppard,19,31,Local vs PRISM,93.38155335046629,76.45981975308642,88.97689408703704
HeadM206_DaysToHeading,LarrabeeSheppard,19,32,Local vs PRISM,95.55097911747332,78.06627037037036,91.09704840802469
HeadM206_DaysToHeading,LarrabeeSheppard,19,33,Local vs PRISM,97.09930690592941,78.88749264166665,92.69076440833334
HeadM206_DaysToHeading,LarrabeeSheppard,19,34,Local vs PRISM,97.60915202528022,78.35935622407406,93.39836873148148
HeadM206_DaysToHeading,LarrabeeSheppard,19,35,Local vs PRISM,97.09978134394294,76.44670585061728,93.05584181481481
HeadM206_DaysToHeading,LarrabeeSheppard,19,36,Local vs PRISM,95.9118751824006,73.67574348240741,91.937546225
HeadM206_DaysToHeading,LarrabeeSheppard,19,37,Local vs PRISM,94.86474628632168,71.25614515771603,90.85696055154321
HeadM206_DaysToHeading,LarrabeeSheppard,19,38,Local vs PRISM,93.87480935471503,69.05228866388887,89.75610427438272
HeadM206_DaysToHeading,LarrabeeSheppard,19,39,Local vs PRISM,93.09291946216139,67.51913986141976,88.82948603981482
HeadM206_DaysToHeading,LarrabeeSheppard,19,40,Local vs PRISM,92.58743741019185,66.75756627191357,88.20827041944445
HeadM206_DaysToHeading,LarrabeeSheppard,20,25,Local vs PRISM,70.10637221639925,22.272633539814812,57.17681935030864
HeadM206_DaysToHeading,LarrabeeSheppard,20,26,Local vs PRISM,72.77780303533612,23.105966873148144,59.34348601697531
HeadM206_DaysToHeading,LarrabeeSheppard,20,27,Local vs PRISM,75.44926495158069,23.939300206481477,61.51015268364198
HeadM206_DaysToHeading,LarrabeeSheppard,20,28,Local vs PRISM,78.12075477486916,24.772633539814812,63.67681935030864
HeadM206_DaysToHeading,LarrabeeSheppard,20,29,Local vs PRISM,80.79226973686553,25.605966873148144,65.8434860169753
HeadM206_DaysToHeading,LarrabeeSheppard,20,30,Local vs PRISM,83.46380742364569,26.439300206481477,68.01015268364198
HeadM206_DaysToHeading,LarrabeeSheppard,20,31,Local vs PRISM,86.13536572074311,27.272633539814812,70.17681935030865
HeadM206_DaysToHeading,LarrabeeSheppard,20,32,Local vs PRISM,88.73240594904681,28.01840514475309,72.25592428858026
HeadM206_DaysToHeading,LarrabeeSheppard,20,33,Local vs PRISM,91.16130979551237,28.507991613580245,74.13318967160495
HeadM206_DaysToHeading,LarrabeeSheppard,20,34,Local vs PRISM,93.37667068831166,28.378084206172836,75.64482547407408
HeadM206_DaysToHeading,LarrabeeSheppard,20,35,Local vs PRISM,95.130769542696,27.2739484037037,76.54315880740741
HeadM206_DaysToHeading,LarrabeeSheppard,20,36,Local vs PRISM,96.56061925688347,25.63701617098765,77.07893059012346
HeadM206_DaysToHeading,LarrabeeSheppard,20,37,Local vs PRISM,97.75891982922407,23.91600438765431,77.45625256419754
HeadM206_DaysToHeading,LarrabeeSheppard,20,38,Local vs PRISM,98.72942987351654,22.084897645987645,77.78992372253086
HeadM206_DaysToHeading,LarrabeeSheppard,20,39,Local vs PRISM,99.18149306258358,20.653303436111106,77.91710721635803
HeadM206_DaysToHeading,LarrabeeSheppard,20,40,Local vs PRISM,99.30820893036913,19.88046441450617,78.0420461824074
HeadM206_DaysToHeading,Lauppe,10,25,Local vs PRISM,64.20903608247117,60.374403302469105,60.374403302469105
HeadM206_DaysToHeading,Lauppe,10,26,Local vs PRISM,63.49600455044161,59.43877048240737,59.43877048240737
HeadM206_DaysToHeading,Lauppe,10,27,Local vs PRISM,62.45965663143308,58.22405478611111,58.22405478611111
HeadM206_DaysToHeading,Lauppe,10,28,Local vs PRISM,60.602329936473176,56.095702227469104,56.095702227469104
HeadM206_DaysToHeading,Lauppe,10,29,Local vs PRISM,57.4622381329039,52.623660386111084,52.623660386111084
HeadM206_DaysToHeading,Lauppe,10,30,Local vs PRISM,52.8095015469689,47.68373517407409,47.68373517407409
HeadM206_DaysToHeading,Lauppe,10,31,Local vs PRISM,46.96127348117174,41.650659477469134,41.650659477469134
HeadM206_DaysToHeading,Lauppe,10,32,Local vs PRISM,41.015793807042485,34.925220341357985,36.41279549814811
HeadM206_DaysToHeading,Lauppe,10,33,Local vs PRISM,34.97105886900179,27.011800521296273,31.448957059567938
HeadM206_DaysToHeading,Lauppe,10,34,Local vs PRISM,30.36588819610125,18.762470410185163,27.077289562654286
HeadM206_DaysToHeading,Lauppe,10,35,Local vs PRISM,27.67526342005336,10.742387321296317,22.944488842283945
HeadM206_DaysToHeading,Lauppe,10,36,Local vs PRISM,27.805342434397378,3.273585728395018,22.596591835802478
HeadM206_DaysToHeading,Lauppe,10,37,Local vs PRISM,29.753606933352817,-2.938553167901217,23.149727316049393
HeadM206_DaysToHeading,Lauppe,10,38,Local vs PRISM,31.741554404042553,-7.455242686728449,23.991911584259242
HeadM206_DaysToHeading,Lauppe,10,39,Local vs PRISM,32.77984498616382,-9.996887788580251,24.629878336728325
HeadM206_DaysToHeading,Lauppe,10,40,Local vs PRISM,33.36489858632994,-11.454966646604968,25.313888379938234
HeadM206_DaysToHeading,Lauppe,11,25,Local vs PRISM,87.38522342520207,83.74748792685183,83.74748792685183
HeadM206_DaysToHeading,Lauppe,11,26,Local vs PRISM,87.75454298535008,83.93527719969134,83.93527719969134
HeadM206_DaysToHeading,Lauppe,11,27,Local vs PRISM,87.57464663529358,83.62005037623456,83.62005037623456
HeadM206_DaysToHeading,Lauppe,11,28,Local vs PRISM,86.17831360830336,82.10904702469132,82.10904702469132
HeadM206_DaysToHeading,Lauppe,11,29,Local vs PRISM,83.24058261467215,79.10126634444443,79.10126634444443
HeadM206_DaysToHeading,Lauppe,11,30,Local vs PRISM,78.59518453269804,74.50999111111109,74.50999111111109
HeadM206_DaysToHeading,Lauppe,11,31,Local vs PRISM,72.48932467149909,68.68031528456785,68.68031528456785
HeadM206_DaysToHeading,Lauppe,11,32,Local vs PRISM,65.61272789788234,62.065987259567905,62.065987259567905
HeadM206_DaysToHeading,Lauppe,11,33,Local vs PRISM,57.66408361221687,54.22195635895059,54.22195635895059
HeadM206_DaysToHeading,Lauppe,11,34,Local vs PRISM,49.57741876139735,45.98628180432099,45.98628180432099
HeadM206_DaysToHeading,Lauppe,11,35,Local vs PRISM,41.6922915694832,37.96619871543204,37.96619871543204
HeadM206_DaysToHeading,Lauppe,11,36,Local vs PRISM,34.90409128522855,30.49739712253083,30.49739712253083
HeadM206_DaysToHeading,Lauppe,11,37,Local vs PRISM,30.198690903262797,24.285258226234493,25.59897515956787
HeadM206_DaysToHeading,Lauppe,11,38,Local vs PRISM,27.392310455597553,19.7685687074074,24.262937047530855
HeadM206_DaysToHeading,Lauppe,11,39,Local vs PRISM,25.850866255837733,17.226923605555537,23.206969192592524
HeadM206_DaysToHeading,Lauppe,11,40,Local vs PRISM,25.235455336787485,15.76884474753087,22.56353461851846
HeadM206_DaysToHeading,Lauppe,12,25,Local vs PRISM,133.69135516107897,128.7206146675926,128.7206146675926
HeadM206_DaysToHeading,Lauppe,12,26,Local vs PRISM,136.53294463789857,131.33367231604936,131.33367231604936
HeadM206_DaysToHeading,Lauppe,12,27,Local vs PRISM,138.45033440825995,133.02065705308638,133.02065705308638
HeadM206_DaysToHeading,Lauppe,12,28,Local vs PRISM,138.88154521526616,133.37676963549382,133.37676963549382
HeadM206_DaysToHeading,Lauppe,12,29,Local vs PRISM,137.3845818232595,131.80017666512344,131.80017666512344
HeadM206_DaysToHeading,Lauppe,12,30,Local vs PRISM,133.96894285623978,128.29182913549383,128.29182913549383
HeadM206_DaysToHeading,Lauppe,12,31,Local vs PRISM,129.02159187937548,123.37061503024694,123.37061503024694
HeadM206_DaysToHeading,Lauppe,12,32,Local vs PRISM,122.98977589592427,117.37313128827157,117.37313128827157
HeadM206_DaysToHeading,Lauppe,12,33,Local vs PRISM,115.91835775384448,109.93443864320983,109.93443864320983
HeadM206_DaysToHeading,Lauppe,12,34,Local vs PRISM,108.5710408898675,101.94218627901235,101.94218627901235
HeadM206_DaysToHeading,Lauppe,12,35,Local vs PRISM,100.999011819433,94.00010741203698,94.00010741203698
HeadM206_DaysToHeading,Lauppe,12,36,Local vs PRISM,94.25639892552192,86.6424169302469,86.6424169302469
HeadM206_DaysToHeading,Lauppe,12,37,Local vs PRISM,88.96185808619882,80.48483329104937,80.48483329104937
HeadM206_DaysToHeading,Lauppe,12,38,Local vs PRISM,85.17645555098392,75.9681437722222,75.9681437722222
HeadM206_DaysToHeading,Lauppe,12,39,Local vs PRISM,83.01778129082292,73.42649867037036,73.42649867037036
HeadM206_DaysToHeading,Lauppe,12,40,Local vs PRISM,81.959129004141,71.96841981234566,71.96841981234566
HeadM206_DaysToHeading,Lauppe,13,25,Local vs PRISM,143.90007801179613,138.63591584660492,138.63591584660492
HeadM206_DaysToHeading,Lauppe,13,26,Local vs PRISM,148.3326768364474,142.78530922037035,142.78530922037035
HeadM206_DaysToHeading,Lauppe,13,27,Local vs PRISM,151.97779562977206,146.1009104765432,146.1009104765432
HeadM206_DaysToHeading,Lauppe,13,28,Local vs PRISM,154.27713630631524,148.19665636913578,148.19665636913578
HeadM206_DaysToHeading,Lauppe,13,29,Local vs PRISM,154.53949253773462,148.2740208743827,148.2740208743827
HeadM206_DaysToHeading,Lauppe,13,30,Local vs PRISM,152.69018307081888,146.25589534290123,146.25589534290123
HeadM206_DaysToHeading,Lauppe,13,31,Local vs PRISM,148.92905645091108,142.37809085956786,142.37809085956786
HeadM206_DaysToHeading,Lauppe,13,32,Local vs PRISM,143.57357498306524,136.84781678518516,136.84781678518516
HeadM206_DaysToHeading,Lauppe,13,33,Local vs PRISM,136.76314950976462,129.4984728734568,129.4984728734568
HeadM206_DaysToHeading,Lauppe,13,34,Local vs PRISM,129.63918455280617,121.56365878086416,121.56365878086416
HeadM206_DaysToHeading,Lauppe,13,35,Local vs PRISM,122.20894377684583,113.58621894197532,113.58621894197532
HeadM206_DaysToHeading,Lauppe,13,36,Local vs PRISM,115.68513700767728,106.20439946944444,106.20439946944444
HeadM206_DaysToHeading,Lauppe,13,37,Local vs PRISM,110.67262918521645,100.04681583024691,100.04681583024691
HeadM206_DaysToHeading,Lauppe,13,38,Local vs PRISM,107.10462093866394,95.53012631141976,96.55299477376545
HeadM206_DaysToHeading,Lauppe,13,39,Local vs PRISM,104.95329923759562,92.98848120956788,94.63736014104936
HeadM206_DaysToHeading,Lauppe,13,40,Local vs PRISM,103.77527700474157,91.53040235154319,93.28903648055555
HeadM206_DaysToHeading,Lauppe,14,25,Local vs PRISM,169.37533419257446,163.83102931234563,163.83102931234563
HeadM206_DaysToHeading,Lauppe,14,26,Local vs PRISM,175.87713632349295,170.03929917685178,170.03929917685178
HeadM206_DaysToHeading,Lauppe,14,27,Local vs PRISM,182.02944056110132,175.8593830898148,175.8593830898148
HeadM206_DaysToHeading,Lauppe,14,28,Local vs PRISM,187.39848439749906,180.93892010987648,180.93892010987648
HeadM206_DaysToHeading,Lauppe,14,29,Local vs PRISM,191.21193108761503,184.44727029969133,184.44727029969133
HeadM206_DaysToHeading,Lauppe,14,30,Local vs PRISM,192.78535376612663,185.7352958537037,185.7352958537037
HeadM206_DaysToHeading,Lauppe,14,31,Local vs PRISM,192.1505382654439,184.8067966765432,184.8067966765432
HeadM206_DaysToHeading,Lauppe,14,32,Local vs PRISM,189.3044020308818,181.48893044876544,181.48893044876544
HeadM206_DaysToHeading,Lauppe,14,33,Local vs PRISM,184.74518596483514,176.10457757746912,176.10457757746912
HeadM206_DaysToHeading,Lauppe,14,34,Local vs PRISM,179.5528590038339,169.70575956450617,169.70575956450617
HeadM206_DaysToHeading,Lauppe,14,35,Local vs PRISM,173.60642698952037,162.58219149907404,162.58219149907404
HeadM206_DaysToHeading,Lauppe,14,36,Local vs PRISM,167.85910296159182,155.5511176095679,155.5511176095679
HeadM206_DaysToHeading,Lauppe,14,37,Local vs PRISM,163.15646183296772,149.67736715617286,149.67736715617286
HeadM206_DaysToHeading,Lauppe,14,38,Local vs PRISM,159.59028578789633,145.31048864043208,145.70961590277776
HeadM206_DaysToHeading,Lauppe,14,39,Local vs PRISM,157.27859665939175,142.80176564660493,143.8269033780864
HeadM206_DaysToHeading,Lauppe,14,40,Local vs PRISM,155.9161404530388,141.34368678858024,142.4785797175926
HeadM206_DaysToHeading,Lauppe,15,25,Local vs PRISM,164.49956840152905,160.6060017271605,160.6060017271605
HeadM206_DaysToHeading,Lauppe,15,26,Local vs PRISM,171.14881395170605,167.11671040370368,167.11671040370368
HeadM206_DaysToHeading,Lauppe,15,27,Local vs PRISM,177.55069004842116,173.34652275493826,173.34652275493826
HeadM206_DaysToHeading,Lauppe,15,28,Local vs PRISM,183.44553000336234,179.06883756975307,179.06883756975307
HeadM206_DaysToHeading,Lauppe,15,29,Local vs PRISM,188.53780031759948,183.96465134290122,183.96465134290122
HeadM206_DaysToHeading,Lauppe,15,30,Local vs PRISM,192.18201193665817,187.328511337037,187.328511337037
HeadM206_DaysToHeading,Lauppe,15,31,Local vs PRISM,194.2969229080583,189.13921635864196,189.13921635864196
HeadM206_DaysToHeading,Lauppe,15,32,Local vs PRISM,194.30615700475957,188.74661348580247,188.74661348580247
HeadM206_DaysToHeading,Lauppe,15,33,Local vs PRISM,192.24497859302062,186.14868500648146,186.14868500648146
HeadM206_DaysToHeading,Lauppe,15,34,Local vs PRISM,188.92176248378138,182.18345606882716,182.18345606882716
HeadM206_DaysToHeading,Lauppe,15,35,Local vs PRISM,184.24293853010235,176.87767919290124,176.87767919290124
HeadM206_DaysToHeading,Lauppe,15,36,Local vs PRISM,179.17187948798514,171.10777734783952,171.10777734783952
HeadM206_DaysToHeading,Lauppe,15,37,Local vs PRISM,174.5112103223743,165.77264900895062,165.77264900895062
HeadM206_DaysToHeading,Lauppe,15,38,Local vs PRISM,170.88961395144233,161.64407568981483,161.64407568981483
HeadM206_DaysToHeading,Lauppe,15,39,Local vs PRISM,168.77481403657953,159.18046382253084,159.18046382253084
HeadM206_DaysToHeading,Lauppe,15,40,Local vs PRISM,167.54616544664776,157.72238496450615,157.72238496450615
HeadM206_DaysToHeading,Lauppe,16,25,Local vs PRISM,170.55836438337204,160.65453452561727,160.65453452561727
HeadM206_DaysToHeading,Lauppe,16,26,Local vs PRISM,177.8209429725355,167.42496662438268,167.42496662438268
HeadM206_DaysToHeading,Lauppe,16,27,Local vs PRISM,184.98639854132765,174.03601600709874,174.03601600709874
HeadM206_DaysToHeading,Lauppe,16,28,Local vs PRISM,192.03698425001699,180.48839255030862,180.48839255030862
HeadM206_DaysToHeading,Lauppe,16,29,Local vs PRISM,198.6612707402708,186.4906555712963,186.4906555712963
HeadM206_DaysToHeading,Lauppe,16,30,Local vs PRISM,204.44867777720486,191.5851012962963,191.5851012962963
HeadM206_DaysToHeading,Lauppe,16,31,Local vs PRISM,209.46425116456592,195.95775871481482,195.95775871481482
HeadM206_DaysToHeading,Lauppe,16,32,Local vs PRISM,212.94887151100824,198.82649328271606,198.82649328271606
HeadM206_DaysToHeading,Lauppe,16,33,Local vs PRISM,214.5926343928479,199.92159587376545,199.92159587376545
HeadM206_DaysToHeading,Lauppe,16,34,Local vs PRISM,214.84245418240414,199.67078148796296,199.67078148796296
HeadM206_DaysToHeading,Lauppe,16,35,Local vs PRISM,213.20631797842486,197.68345093765433,197.68345093765433
HeadM206_DaysToHeading,Lauppe,16,36,Local vs PRISM,210.7557253079963,194.52559933858026,194.52559933858026
HeadM206_DaysToHeading,Lauppe,16,37,Local vs PRISM,207.96517967389528,190.82472040308642,190.82472040308642
HeadM206_DaysToHeading,Lauppe,16,38,Local vs PRISM,205.3985350342266,187.47349108858023,187.47349108858023
HeadM206_DaysToHeading,Lauppe,16,39,Local vs PRISM,203.77341115353823,185.2239556287037,185.2239556287037
HeadM206_DaysToHeading,Lauppe,16,40,Local vs PRISM,202.79010903156288,183.7736767675926,183.7736767675926
HeadM206_DaysToHeading,Lauppe,17,25,Local vs PRISM,121.36469100033167,114.23999046913579,114.23999046913579
HeadM206_DaysToHeading,Lauppe,17,26,Local vs PRISM,126.45408701735266,119.00625590123457,119.00625590123457
HeadM206_DaysToHeading,Lauppe,17,27,Local vs PRISM,131.50274164251223,123.70881762962962,123.70881762962962
HeadM206_DaysToHeading,Lauppe,17,28,Local vs PRISM,136.508984130466,128.34242874074073,128.34242874074073
HeadM206_DaysToHeading,Lauppe,17,29,Local vs PRISM,141.3989654939821,132.82373497160495,132.82373497160495
HeadM206_DaysToHeading,Lauppe,17,30,Local vs PRISM,146.1457329477323,137.10534119043209,137.10534119043209
HeadM206_DaysToHeading,Lauppe,17,31,Local vs PRISM,150.61494556631354,141.13546464722222,141.13546464722222
HeadM206_DaysToHeading,Lauppe,17,32,Local vs PRISM,154.34541978052312,144.43247082006172,144.43247082006172
HeadM206_DaysToHeading,Lauppe,17,33,Local vs PRISM,156.7777017777308,146.50075233858024,146.50075233858024
HeadM206_DaysToHeading,Lauppe,17,34,Local vs PRISM,158.2784114302244,147.62910353796295,147.62910353796295
HeadM206_DaysToHeading,Lauppe,17,35,Local vs PRISM,158.66407993969824,147.64032531944443,147.64032531944443
HeadM206_DaysToHeading,Lauppe,17,36,Local vs PRISM,157.87213473154532,146.19804133487654,146.19804133487654
HeadM206_DaysToHeading,Lauppe,17,37,Local vs PRISM,156.53965843957727,144.0999732552469,144.0999732552469
HeadM206_DaysToHeading,Lauppe,17,38,Local vs PRISM,155.03389844772124,141.85138733148148,141.85138733148148
HeadM206_DaysToHeading,Lauppe,17,39,Local vs PRISM,153.8353784042207,140.0056960691358,140.0056960691358
HeadM206_DaysToHeading,Lauppe,17,40,Local vs PRISM,153.06866569975605,138.7288503006173,138.7288503006173
HeadM206_DaysToHeading,Lauppe,18,25,Local vs PRISM,75.54323168140228,70.54955046203703,70.54955046203703
HeadM206_DaysToHeading,Lauppe,18,26,Local vs PRISM,78.59138741948973,73.38288379537038,73.38288379537038
HeadM206_DaysToHeading,Lauppe,18,27,Local vs PRISM,81.6273420887427,76.19655663487654,76.19655663487654
HeadM206_DaysToHeading,Lauppe,18,28,Local vs PRISM,84.63959288323281,78.97010601759258,78.97010601759258
HeadM206_DaysToHeading,Lauppe,18,29,Local vs PRISM,87.6352929350688,81.69232823981481,81.69232823981481
HeadM206_DaysToHeading,Lauppe,18,30,Local vs PRISM,90.61925739492574,84.40377885709876,84.40377885709876
HeadM206_DaysToHeading,Lauppe,18,31,Local vs PRISM,93.37789512727849,86.86905663487654,86.86905663487654
HeadM206_DaysToHeading,Lauppe,18,32,Local vs PRISM,95.87548916861556,89.04553811635803,89.04553811635803
HeadM206_DaysToHeading,Lauppe,18,33,Local vs PRISM,97.95491029150271,90.72245169660495,90.72245169660495
HeadM206_DaysToHeading,Lauppe,18,34,Local vs PRISM,99.6161538652043,91.89399493179012,91.89399493179012
HeadM206_DaysToHeading,Lauppe,18,35,Local vs PRISM,100.70249766867427,92.44271717777778,92.44271717777778
HeadM206_DaysToHeading,Lauppe,18,36,Local vs PRISM,100.81148350345805,91.86968628302469,91.86968628302469
HeadM206_DaysToHeading,Lauppe,18,37,Local vs PRISM,100.34092679316716,90.6813795882716,90.6813795882716
HeadM206_DaysToHeading,Lauppe,18,38,Local vs PRISM,99.60181463156641,89.24316679660494,89.24316679660494
HeadM206_DaysToHeading,Lauppe,18,39,Local vs PRISM,98.76626139956153,87.87692533055555,87.87692533055555
HeadM206_DaysToHeading,Lauppe,18,40,Local vs PRISM,98.0787512901803,86.77932481512346,86.77932481512346
HeadM206_DaysToHeading,Lauppe,19,25,Local vs PRISM,52.016834785655966,45.83473090061728,45.83473090061728
HeadM206_DaysToHeading,Lauppe,19,26,Local vs PRISM,54.04253849994962,47.61250867839506,47.61250867839506
HeadM206_DaysToHeading,Lauppe,19,27,Local vs PRISM,56.054884152707764,49.37062596234568,49.37062596234568
HeadM206_DaysToHeading,Lauppe,19,28,Local vs PRISM,58.04278053569696,51.08861978950617,51.08861978950617
HeadM206_DaysToHeading,Lauppe,19,29,Local vs PRISM,60.03010153532664,52.75528645617283,52.75528645617283
HeadM206_DaysToHeading,Lauppe,19,30,Local vs PRISM,62.01823770769506,54.421953122839504,54.421953122839504
HeadM206_DaysToHeading,Lauppe,19,31,Local vs PRISM,63.98516195179073,56.050718554938264,56.08531455555555
HeadM206_DaysToHeading,Lauppe,19,32,Local vs PRISM,65.92076183660727,57.635718554938265,57.781425666666664
HeadM206_DaysToHeading,Lauppe,19,33,Local vs PRISM,67.67998873528325,59.042662999382706,59.29948122222221
HeadM206_DaysToHeading,Lauppe,19,34,Local vs PRISM,69.32621036584116,60.223774135802465,60.75306149444444
HeadM206_DaysToHeading,Lauppe,19,35,Local vs PRISM,70.70927663693641,61.030675394135805,61.89971583919753
HeadM206_DaysToHeading,Lauppe,19,36,Local vs PRISM,71.50454472592122,61.07521243117284,62.38869732067901
HeadM206_DaysToHeading,Lauppe,19,37,Local vs PRISM,71.87086246082583,60.718019949382715,62.475949283333335
HeadM206_DaysToHeading,Lauppe,19,38,Local vs PRISM,71.91644580773804,60.185662962962965,62.35098119567901
HeadM206_DaysToHeading,Lauppe,19,39,Local vs PRISM,71.59227209434756,59.427677314814815,61.776117547530866
HeadM206_DaysToHeading,Lauppe,19,40,Local vs PRISM,71.24384554704497,58.74690458641975,61.15380039320988
HeadM206_DaysToHeading,Lauppe,20,25,Local vs PRISM,35.72739804894867,28.163451892901232,30.97811972191358
HeadM206_DaysToHeading,Lauppe,20,26,Local vs PRISM,37.0702824854881,29.21900744845679,32.14478638858024
HeadM206_DaysToHeading,Lauppe,20,27,Local vs PRISM,38.41322463515476,30.274563004012343,33.311453055246915
HeadM206_DaysToHeading,Lauppe,20,28,Local vs PRISM,39.756218649400594,31.3301185595679,34.47811972191358
HeadM206_DaysToHeading,Lauppe,20,29,Local vs PRISM,41.09925944391389,32.38567411512346,35.64478638858025
HeadM206_DaysToHeading,Lauppe,20,30,Local vs PRISM,42.44234257776606,33.441229670679014,36.811453055246915
HeadM206_DaysToHeading,Lauppe,20,31,Local vs PRISM,43.727422450737684,34.45888399166667,37.94021848734568
HeadM206_DaysToHeading,Lauppe,20,32,Local vs PRISM,44.97639858213328,35.445828436111114,39.038274042901236
HeadM206_DaysToHeading,Lauppe,20,33,Local vs PRISM,46.1783961025329,36.37882226327161,40.08237898117284
HeadM206_DaysToHeading,Lauppe,20,34,Local vs PRISM,47.348643866918266,37.26521117746914,41.079879006481484
HeadM206_DaysToHeading,Lauppe,20,35,Local vs PRISM,48.467509565633215,38.02987167129629,42.0062061669753
HeadM206_DaysToHeading,Lauppe,20,36,Local vs PRISM,49.08300886093354,38.37014944907408,42.56870616697531
HeadM206_DaysToHeading,Lauppe,20,37,Local vs PRISM,49.50051923515202,38.515439641975306,43.02510747098765
HeadM206_DaysToHeading,Lauppe,20,38,Local vs PRISM,49.61730495693982,38.484474231481485,43.24598625493827
HeadM206_DaysToHeading,Lauppe,20,39,Local vs PRISM,49.39637657801835,38.19499286419753,43.17872710987654
HeadM206_DaysToHeading,Lauppe,20,40,Local vs PRISM,49.07565402592569,37.858276317901236,43.01722173024691
HeadM206_DaysToHeading,Rehmann,10,25,Local vs PRISM,14.271349833461368,-0.008677417361155904,12.903351740972226
HeadM206_DaysToHeading,Rehmann,10,26,Local vs PRISM,14.069193457594828,-0.09113140902775285,12.405564295138845
HeadM206_DaysToHeading,Rehmann,10,27,Local vs PRISM,13.690463444367998,-0.480894970833333,12.312606556944445
HeadM206_DaysToHeading,Rehmann,10,28,Local vs PRISM,12.948289060228328,-0.8612602868055887,11.861047414583311
HeadM206_DaysToHeading,Rehmann,10,29,Local vs PRISM,11.951292994030998,-2.5573039201388497,10.558365068749993
HeadM206_DaysToHeading,Rehmann,10,30,Local vs PRISM,12.21112589822534,-5.569774386805648,10.703533321527857
HeadM206_DaysToHeading,Rehmann,10,31,Local vs PRISM,13.677926196998463,-9.740354293750045,11.71545591319449
HeadM206_DaysToHeading,Rehmann,10,32,Local vs PRISM,18.051589971741176,-15.614616764583275,15.614616764583275
HeadM206_DaysToHeading,Rehmann,10,33,Local vs PRISM,24.088781990806716,-21.718453836805566,21.718453836805566
HeadM206_DaysToHeading,Rehmann,10,34,Local vs PRISM,30.510393496170703,-28.066174887499983,28.066174887499983
HeadM206_DaysToHeading,Rehmann,10,35,Local vs PRISM,36.34847694351083,-33.64409765833335,33.64409765833335
HeadM206_DaysToHeading,Rehmann,10,36,Local vs PRISM,41.14517692677541,-38.24890537361114,38.24890537361114
HeadM206_DaysToHeading,Rehmann,10,37,Local vs PRISM,44.22023023780682,-41.44226680902773,41.44226680902773
HeadM206_DaysToHeading,Rehmann,10,38,Local vs PRISM,45.7141186375793,-42.99206307986111,42.99206307986111
HeadM206_DaysToHeading,Rehmann,10,39,Local vs PRISM,46.789814613772045,-44.030759704861055,44.030759704861055
HeadM206_DaysToHeading,Rehmann,10,40,Local vs PRISM,47.529141943999754,-44.88197314236112,44.88197314236112
HeadM206_DaysToHeading,Rehmann,11,25,Local vs PRISM,26.981599030329953,2.9872445458333345,26.554856509722185
HeadM206_DaysToHeading,Rehmann,11,26,Local vs PRISM,28.13611747357166,2.9643279645833616,27.751245540972235
HeadM206_DaysToHeading,Rehmann,11,27,Local vs PRISM,28.660625486012982,2.4879254798611043,28.429814646527774
HeadM206_DaysToHeading,Rehmann,11,28,Local vs PRISM,29.27641640151127,1.7843240187499987,29.190769329861098
HeadM206_DaysToHeading,Rehmann,11,29,Local vs PRISM,30.31794112089815,-0.22206683680556694,30.315128939583275
HeadM206_DaysToHeading,Rehmann,11,30,Local vs PRISM,31.263250227924438,-3.3611623743054793,31.032033577083325
HeadM206_DaysToHeading,Rehmann,11,31,Local vs PRISM,31.880947518631366,-7.651693830555587,30.824893134722174
HeadM206_DaysToHeading,Rehmann,11,32,Local vs PRISM,33.69367401618442,-13.52595630138893,30.703908643055513
HeadM206_DaysToHeading,Rehmann,11,33,Local vs PRISM,37.90575535627835,-19.657196147916693,32.349140592361096
HeadM206_DaysToHeading,Rehmann,11,34,Local vs PRISM,43.3677575677782,-26.004917198610997,34.61258560416661
HeadM206_DaysToHeading,Rehmann,11,35,Local vs PRISM,48.35071540285868,-31.582839969444365,36.346387312499985
HeadM206_DaysToHeading,Rehmann,11,36,Local vs PRISM,51.651769505734464,-36.18764768472215,36.946646265277764
HeadM206_DaysToHeading,Rehmann,11,37,Local vs PRISM,53.38630819956744,-39.38100912013891,39.38100912013891
HeadM206_DaysToHeading,Rehmann,11,38,Local vs PRISM,54.250177716880295,-40.93080539097218,40.93080539097218
HeadM206_DaysToHeading,Rehmann,11,39,Local vs PRISM,54.614671333739494,-41.96950201597224,41.96950201597224
HeadM206_DaysToHeading,Rehmann,11,40,Local vs PRISM,54.737046726337,-42.82071545347219,42.82071545347219
HeadM206_DaysToHeading,Rehmann,12,25,Local vs PRISM,16.22269524685211,-2.4646333770833166,13.907979832638887
HeadM206_DaysToHeading,Rehmann,12,26,Local vs PRISM,16.66699286503314,-3.023522256250004,14.084757521527791
HeadM206_DaysToHeading,Rehmann,12,27,Local vs PRISM,17.08158732311302,-3.934397081249955,14.234910692361126
HeadM206_DaysToHeading,Rehmann,12,28,Local vs PRISM,17.443031800073424,-5.382908209027789,13.853149765972262
HeadM206_DaysToHeading,Rehmann,12,29,Local vs PRISM,18.221378221492802,-8.291813012500029,12.799300812500007
HeadM206_DaysToHeading,Rehmann,12,30,Local vs PRISM,19.6411871971757,-12.198422269444478,14.429663419444438
