Variety,Location,T_l,T_opt,Comparison,RMSE,MBE,MAE
HeadM105_DaysToHeading,BosworthRue,10,25,Local vs PRISM,42.55921337769367,40.630168868055534,40.630168868055534
HeadM105_DaysToHeading,BosworthRue,10,26,Local vs PRISM,40.956557720729606,38.86811723472222,38.86811723472222
HeadM105_DaysToHeading,BosworthRue,10,27,Local vs PRISM,39.323113323381776,36.98811021076391,36.98811021076391
HeadM105_DaysToHeading,BosworthRue,10,28,Local vs PRISM,36.92355252622425,34.365387450000014,34.365387450000014
HeadM105_DaysToHeading,BosworthRue,10,29,Local vs PRISM,33.561450127988145,30.417725673958316,30.417725673958316
HeadM105_DaysToHeading,BosworthRue,10,30,Local vs PRISM,28.718594379742097,24.651668348263897,25.904189019791644
HeadM105_DaysToHeading,BosworthRue,10,31,Local vs PRISM,23.14297272635019,17.234748494444446,20.682661718750026
HeadM105_DaysToHeading,BosworthRue,10,32,Local vs PRISM,18.187348836568603,8.32225545520835,15.181001223263948
HeadM105_DaysToHeading,BosworthRue,10,33,Local vs PRISM,17.717184366801085,-1.860273750694418,13.934489981250024
HeadM105_DaysToHeading,BosworthRue,10,34,Local vs PRISM,23.545009622249463,-12.784718162847255,16.406190292013903
HeadM105_DaysToHeading,BosworthRue,10,35,Local vs PRISM,32.47215272337088,-23.71500541944441,23.71500541944441
HeadM105_DaysToHeading,BosworthRue,10,36,Local vs PRISM,41.4084242574531,-33.331264598611085,33.331264598611085
HeadM105_DaysToHeading,BosworthRue,10,37,Local vs PRISM,49.634192262131755,-41.47669904166665,41.47669904166665
HeadM105_DaysToHeading,BosworthRue,10,38,Local vs PRISM,56.2078454355394,-47.91296980590272,47.91296980590272
HeadM105_DaysToHeading,BosworthRue,10,39,Local vs PRISM,60.39674174631918,-51.95833122951393,51.95833122951393
HeadM105_DaysToHeading,BosworthRue,10,40,Local vs PRISM,62.00143902466452,-53.693689580208314,53.693689580208314
HeadM105_DaysToHeading,BosworthRue,11,25,Local vs PRISM,62.708437832076456,59.124939536111114,59.124939536111114
HeadM105_DaysToHeading,BosworthRue,11,26,Local vs PRISM,61.97825257617708,58.05253283124998,58.05253283124998
HeadM105_DaysToHeading,BosworthRue,11,27,Local vs PRISM,60.99413608932116,56.67032497222223,56.67032497222223
HeadM105_DaysToHeading,BosworthRue,11,28,Local vs PRISM,59.223462269513306,54.477970307986084,54.477970307986084
HeadM105_DaysToHeading,BosworthRue,11,29,Local vs PRISM,56.1380490371481,50.88045077673608,50.88045077673608
HeadM105_DaysToHeading,BosworthRue,11,30,Local vs PRISM,51.23858885883986,45.348455884375,45.348455884375
HeadM105_DaysToHeading,BosworthRue,11,31,Local vs PRISM,44.82460437438094,37.994310927083305,37.994310927083305
HeadM105_DaysToHeading,BosworthRue,11,32,Local vs PRISM,37.54890447318293,29.12303104999991,31.38947711874995
HeadM105_DaysToHeading,BosworthRue,11,33,Local vs PRISM,30.971578968296914,18.991564380208317,27.304983376736104
HeadM105_DaysToHeading,BosworthRue,11,34,Local vs PRISM,26.677633465358266,8.06711996805555,23.286100621527822
HeadM105_DaysToHeading,BosworthRue,11,35,Local vs PRISM,26.99091656327269,-2.8631672885416606,20.574518536458356
HeadM105_DaysToHeading,BosworthRue,11,36,Local vs PRISM,30.685903395328662,-12.479426467708365,20.324254021875035
HeadM105_DaysToHeading,BosworthRue,11,37,Local vs PRISM,36.285955628733866,-20.624860910763942,25.78604107326393
HeadM105_DaysToHeading,BosworthRue,11,38,Local vs PRISM,41.715747404823006,-27.061131675000027,31.079423086805562
HeadM105_DaysToHeading,BosworthRue,11,39,Local vs PRISM,45.42803167549946,-31.10649309861111,34.94878439236112
HeadM105_DaysToHeading,BosworthRue,11,40,Local vs PRISM,46.785097433615384,-32.84185144930561,36.93714238888893
HeadM105_DaysToHeading,BosworthRue,12,25,Local vs PRISM,100.56975348384927,91.91949056840275,91.91949056840275
HeadM105_DaysToHeading,BosworthRue,12,26,Local vs PRISM,101.791147861042,92.61637888888889,92.61637888888889
HeadM105_DaysToHeading,BosworthRue,12,27,Local vs PRISM,102.41488602519978,92.74917638645833,92.74917638645833
HeadM105_DaysToHeading,BosworthRue,12,28,Local vs PRISM,102.09947779880684,91.80740852013889,91.80740852013889
HeadM105_DaysToHeading,BosworthRue,12,29,Local vs PRISM,100.41864553912514,89.21982760138889,89.21982760138889
HeadM105_DaysToHeading,BosworthRue,12,30,Local vs PRISM,96.6371269630936,84.40315746840277,84.40315746840277
HeadM105_DaysToHeading,BosworthRue,12,31,Local vs PRISM,90.9633307866268,77.50939986041664,77.50939986041664
HeadM105_DaysToHeading,BosworthRue,12,32,Local vs PRISM,83.91499666156278,68.88418163472225,69.79311198888892
HeadM105_DaysToHeading,BosworthRue,12,33,Local vs PRISM,76.31482908391307,58.92083418368057,62.407708986458346
HeadM105_DaysToHeading,BosworthRue,12,34,Local vs PRISM,68.60869807162342,48.0533522614583,58.25355714131943
HeadM105_DaysToHeading,BosworthRue,12,35,Local vs PRISM,61.88469404464554,37.075627508680526,53.91381883854163
HeadM105_DaysToHeading,BosworthRue,12,36,Local vs PRISM,56.9273235747592,27.459368329513865,50.90733744756952
HeadM105_DaysToHeading,BosworthRue,12,37,Local vs PRISM,54.796098957304615,19.31393388645826,50.083888653819386
HeadM105_DaysToHeading,BosworthRue,12,38,Local vs PRISM,54.459320065318174,12.87766312222223,49.558174590972186
HeadM105_DaysToHeading,BosworthRue,12,39,Local vs PRISM,54.852618446224504,8.832301698611133,49.26606738263891
HeadM105_DaysToHeading,BosworthRue,12,40,Local vs PRISM,54.8096178522894,7.096943347916664,48.62336877499999
HeadM105_DaysToHeading,BosworthRue,13,25,Local vs PRISM,126.91259459041889,120.16685394687501,120.16685394687501
HeadM105_DaysToHeading,BosworthRue,13,26,Local vs PRISM,130.4352692296252,123.18005475208334,123.18005475208334
HeadM105_DaysToHeading,BosworthRue,13,27,Local vs PRISM,133.26590390943443,125.49803276805557,125.49803276805557
HeadM105_DaysToHeading,BosworthRue,13,28,Local vs PRISM,134.99399818976414,126.61443978854167,126.61443978854167
HeadM105_DaysToHeading,BosworthRue,13,29,Local vs PRISM,134.96612574671215,125.92606496944445,125.92606496944445
HeadM105_DaysToHeading,BosworthRue,13,30,Local vs PRISM,132.52145838919515,122.79089756631944,122.79089756631944
HeadM105_DaysToHeading,BosworthRue,13,31,Local vs PRISM,127.84988852387598,117.33045225520833,117.33045225520833
HeadM105_DaysToHeading,BosworthRue,13,32,Local vs PRISM,121.16553470494861,109.73991982187499,109.73991982187499
HeadM105_DaysToHeading,BosworthRue,13,33,Local vs PRISM,113.18615493584988,100.40643463194442,100.40643463194442
HeadM105_DaysToHeading,BosworthRue,13,34,Local vs PRISM,104.45249850154316,89.93188369444445,89.93188369444445
HeadM105_DaysToHeading,BosworthRue,13,35,Local vs PRISM,95.97143135089738,79.1512715020833,80.80786797986109
HeadM105_DaysToHeading,BosworthRue,13,36,Local vs PRISM,88.73897255117853,69.56581218854164,75.23775588854163
HeadM105_DaysToHeading,BosworthRue,13,37,Local vs PRISM,83.7837862102795,61.39492155520833,71.10746157673611
HeadM105_DaysToHeading,BosworthRue,13,38,Local vs PRISM,80.33974702205661,54.89615079097226,67.86755283611112
HeadM105_DaysToHeading,BosworthRue,13,39,Local vs PRISM,78.39366568081884,50.788289367361145,65.67001455833334
HeadM105_DaysToHeading,BosworthRue,13,40,Local vs PRISM,77.18603345743458,48.990431016666676,64.22608047847224
HeadM105_DaysToHeading,BosworthRue,14,25,Local vs PRISM,118.17385137598258,113.3169282305555,113.3169282305555
HeadM105_DaysToHeading,BosworthRue,14,26,Local vs PRISM,121.96112447668119,116.77925461944439,116.77925461944439
HeadM105_DaysToHeading,BosworthRue,14,27,Local vs PRISM,125.41863520174216,119.82888048611107,119.82888048611107
HeadM105_DaysToHeading,BosworthRue,14,28,Local vs PRISM,127.80438614030389,121.8609889677083,121.8609889677083
HeadM105_DaysToHeading,BosworthRue,14,29,Local vs PRISM,128.42175818871104,122.06810708055554,122.06810708055554
HeadM105_DaysToHeading,BosworthRue,14,30,Local vs PRISM,126.68028434927474,119.89112718611112,119.89112718611112
HeadM105_DaysToHeading,BosworthRue,14,31,Local vs PRISM,122.59042657440831,115.32469770034722,115.32469770034722
HeadM105_DaysToHeading,BosworthRue,14,32,Local vs PRISM,116.29046615497133,108.41481056388888,108.41481056388888
HeadM105_DaysToHeading,BosworthRue,14,33,Local vs PRISM,108.52458194880472,99.34153363090275,99.34153363090275
HeadM105_DaysToHeading,BosworthRue,14,34,Local vs PRISM,100.23850926641585,89.11266845625,91.50489807847224
HeadM105_DaysToHeading,BosworthRue,14,35,Local vs PRISM,92.1042357126703,78.45540808888886,85.09717264583331
HeadM105_DaysToHeading,BosworthRue,14,36,Local vs PRISM,85.26163849044872,68.87970571979163,79.53681749895831
HeadM105_DaysToHeading,BosworthRue,14,37,Local vs PRISM,80.37060894187101,60.77040885729164,75.4681169579861
HeadM105_DaysToHeading,BosworthRue,14,38,Local vs PRISM,76.93585367726291,54.27163809305553,72.22820821736109
HeadM105_DaysToHeading,BosworthRue,14,39,Local vs PRISM,74.95833838018532,50.16377666944443,70.03066993958332
HeadM105_DaysToHeading,BosworthRue,14,40,Local vs PRISM,73.77870944964856,48.365918318750005,68.58673585972224
HeadM105_DaysToHeading,BosworthRue,15,25,Local vs PRISM,125.86418184150703,116.45501102361109,116.45501102361109
HeadM105_DaysToHeading,BosworthRue,15,26,Local vs PRISM,130.59545104214257,120.68928185694443,120.68928185694443
HeadM105_DaysToHeading,BosworthRue,15,27,Local vs PRISM,135.11774192277366,124.64949232465278,124.64949232465278
HeadM105_DaysToHeading,BosworthRue,15,28,Local vs PRISM,138.98705275456805,127.94183200555557,127.94183200555557
HeadM105_DaysToHeading,BosworthRue,15,29,Local vs PRISM,141.84763898580798,129.98721394999998,129.98721394999998
HeadM105_DaysToHeading,BosworthRue,15,30,Local vs PRISM,142.94140929768645,130.15645001354167,130.15645001354167
HeadM105_DaysToHeading,BosworthRue,15,31,Local vs PRISM,141.850126197369,128.160047434375,128.160047434375
HeadM105_DaysToHeading,BosworthRue,15,32,Local vs PRISM,138.38116509730767,123.52710166458331,123.52710166458331
HeadM105_DaysToHeading,BosworthRue,15,33,Local vs PRISM,133.01781519133996,116.25823274374999,116.25823274374999
HeadM105_DaysToHeading,BosworthRue,15,34,Local vs PRISM,126.59022559375941,107.58993398194445,107.94285022569446
HeadM105_DaysToHeading,BosworthRue,15,35,Local vs PRISM,119.4565870898531,97.99766885173611,103.42800282604168
HeadM105_DaysToHeading,BosworthRue,15,36,Local vs PRISM,112.90070421570847,89.16889946944444,100.14688627152775
HeadM105_DaysToHeading,BosworthRue,15,37,Local vs PRISM,107.35544900324285,81.2154647,97.29711598680557
HeadM105_DaysToHeading,BosworthRue,15,38,Local vs PRISM,103.32360522049538,74.84768709444445,94.92956149166666
HeadM105_DaysToHeading,BosworthRue,15,39,Local vs PRISM,100.9978392273404,70.80523708055557,93.28313677638891
HeadM105_DaysToHeading,BosworthRue,15,40,Local vs PRISM,99.71381458914938,68.97044125416663,92.0110014361111
HeadM105_DaysToHeading,BosworthRue,16,25,Local vs PRISM,135.40500346659834,123.70118754479165,123.70118754479165
HeadM105_DaysToHeading,BosworthRue,16,26,Local vs PRISM,140.99805293775802,128.82618754479165,128.82618754479165
HeadM105_DaysToHeading,BosworthRue,16,27,Local vs PRISM,146.52309749658227,133.87633549930555,133.87633549930555
HeadM105_DaysToHeading,BosworthRue,16,28,Local vs PRISM,151.6100263058,138.4569257770833,138.4569257770833
HeadM105_DaysToHeading,BosworthRue,16,29,Local vs PRISM,156.03716726653732,142.33755077708332,142.33755077708332
HeadM105_DaysToHeading,BosworthRue,16,30,Local vs PRISM,159.59287909685105,145.21904383263887,145.21904383263887
HeadM105_DaysToHeading,BosworthRue,16,31,Local vs PRISM,161.98810060110532,146.86495921319445,146.86495921319445
HeadM105_DaysToHeading,BosworthRue,16,32,Local vs PRISM,162.38143719207284,146.35807445347223,146.35807445347223
HeadM105_DaysToHeading,BosworthRue,16,33,Local vs PRISM,160.28105613685267,143.12771623125,143.12771623125
HeadM105_DaysToHeading,BosworthRue,16,34,Local vs PRISM,156.3570006823927,137.77639620729167,138.460799721875
HeadM105_DaysToHeading,BosworthRue,16,35,Local vs PRISM,150.6730735667186,130.3036716434028,133.6142003982639
HeadM105_DaysToHeading,BosworthRue,16,36,Local vs PRISM,144.86249199790123,122.80123538645836,128.78962524479167
HeadM105_DaysToHeading,BosworthRue,16,37,Local vs PRISM,139.3880077235739,115.63063895729167,124.05752971631944
HeadM105_DaysToHeading,BosworthRue,16,38,Local vs PRISM,134.60257817084232,109.71110689201386,119.4632477989583
HeadM105_DaysToHeading,BosworthRue,16,39,Local vs PRISM,131.44921323311718,105.69161354479166,116.03375460451389
HeadM105_DaysToHeading,BosworthRue,16,40,Local vs PRISM,130.01350408404818,103.81621895798611,114.26586008715276
HeadM105_DaysToHeading,BosworthRue,17,25,Local vs PRISM,119.20032948182566,111.90912560590277,111.90912560590277
HeadM105_DaysToHeading,BosworthRue,17,26,Local vs PRISM,124.2321764626974,116.59662560590277,116.59662560590277
HeadM105_DaysToHeading,BosworthRue,17,27,Local vs PRISM,129.24702967265432,121.26423883819444,121.26423883819444
HeadM105_DaysToHeading,BosworthRue,17,28,Local vs PRISM,134.12513158517862,125.78014161597221,125.78014161597221
HeadM105_DaysToHeading,BosworthRue,17,29,Local vs PRISM,138.68279862073933,129.98531522708333,129.98531522708333
HeadM105_DaysToHeading,BosworthRue,17,30,Local vs PRISM,142.8231583877016,133.66493328263888,133.66493328263888
HeadM105_DaysToHeading,BosworthRue,17,31,Local vs PRISM,146.40165612350165,136.77986318715278,136.77986318715278
HeadM105_DaysToHeading,BosworthRue,17,32,Local vs PRISM,148.61057792909122,138.57185276493055,138.57185276493055
HeadM105_DaysToHeading,BosworthRue,17,33,Local vs PRISM,149.19908683054828,138.69264722118055,138.69264722118055
HeadM105_DaysToHeading,BosworthRue,17,34,Local vs PRISM,147.87442838105358,136.96282083229167,136.96282083229167
HeadM105_DaysToHeading,BosworthRue,17,35,Local vs PRISM,144.84551835623728,133.46900913715277,133.46900913715277
HeadM105_DaysToHeading,BosworthRue,17,36,Local vs PRISM,140.97445519202586,129.09500233368055,129.09500233368055
HeadM105_DaysToHeading,BosworthRue,17,37,Local vs PRISM,136.52301092874177,123.99186019166666,123.99186019166666
HeadM105_DaysToHeading,BosworthRue,17,38,Local vs PRISM,132.20086856815072,119.23230232118054,119.23230232118054
HeadM105_DaysToHeading,BosworthRue,17,39,Local vs PRISM,129.11293581629369,115.82742598784722,115.82742598784722
HeadM105_DaysToHeading,BosworthRue,17,40,Local vs PRISM,127.62741207247255,114.13057564062497,114.13057564062497
HeadM105_DaysToHeading,BosworthRue,18,25,Local vs PRISM,94.48474412555545,76.94753259409723,83.69104165659722
HeadM105_DaysToHeading,BosworthRue,18,26,Local vs PRISM,98.35197511628914,80.07253259409723,87.06604165659722
HeadM105_DaysToHeading,BosworthRue,18,27,Local vs PRISM,102.17542051825778,83.14728953854167,90.39079860104167
HeadM105_DaysToHeading,BosworthRue,18,28,Local vs PRISM,105.90001495792566,86.10697703854167,93.60048610104167
HeadM105_DaysToHeading,BosworthRue,18,29,Local vs PRISM,109.45342067283993,88.90253259409722,96.64604165659722
HeadM105_DaysToHeading,BosworthRue,18,30,Local vs PRISM,112.86175849096503,91.51065759409722,99.55541665659723
HeadM105_DaysToHeading,BosworthRue,18,31,Local vs PRISM,116.12254004897459,93.93794860972223,102.40819378333333
HeadM105_DaysToHeading,BosworthRue,18,32,Local vs PRISM,118.85809276368323,95.73326110972222,104.73927017222222
HeadM105_DaysToHeading,BosworthRue,18,33,Local vs PRISM,121.12308949847183,96.92850001041667,106.57333682708332
HeadM105_DaysToHeading,BosworthRue,18,34,Local vs PRISM,122.40226839986052,97.19301389930556,107.4204896048611
HeadM105_DaysToHeading,BosworthRue,18,35,Local vs PRISM,122.24801420839054,95.97103456076388,106.87698248854167
HeadM105_DaysToHeading,BosworthRue,18,36,Local vs PRISM,121.26377812347863,93.79451368541666,105.51608661319445
HeadM105_DaysToHeading,BosworthRue,18,37,Local vs PRISM,119.52427706066757,90.78642355069444,103.44910758958332
HeadM105_DaysToHeading,BosworthRue,18,38,Local vs PRISM,117.37568354856471,87.28539741875,100.86356874513889
HeadM105_DaysToHeading,BosworthRue,18,39,Local vs PRISM,115.73197958983357,84.47662117569443,98.80479250208333
HeadM105_DaysToHeading,BosworthRue,18,40,Local vs PRISM,115.03256046113466,82.84476369652776,97.75377227291665
HeadM105_DaysToHeading,BosworthRue,19,25,Local vs PRISM,49.95775751195676,21.11205663680555,42.72728849236111
HeadM105_DaysToHeading,BosworthRue,19,26,Local vs PRISM,51.93332342384506,21.924556636805548,44.41478849236111
HeadM105_DaysToHeading,BosworthRue,19,27,Local vs PRISM,53.90895220710486,22.737056636805548,46.10228849236111
HeadM105_DaysToHeading,BosworthRue,19,28,Local vs PRISM,55.882061451572035,23.540181636805546,47.78041349236111
HeadM105_DaysToHeading,BosworthRue,19,29,Local vs PRISM,57.841781799422215,24.214417747916656,49.40853849236112
HeadM105_DaysToHeading,BosworthRue,19,30,Local vs PRISM,59.74825210630182,24.785667747916655,50.979788492361116
HeadM105_DaysToHeading,BosworthRue,19,31,Local vs PRISM,61.650485744095555,25.366361541319435,52.5604822857639
HeadM105_DaysToHeading,BosworthRue,19,32,Local vs PRISM,63.51642315397645,25.795076819097215,54.131350341319454
HeadM105_DaysToHeading,BosworthRue,19,33,Local vs PRISM,65.2797473211989,25.93705598576388,55.6967322857639
HeadM105_DaysToHeading,BosworthRue,19,34,Local vs PRISM,66.89135561391595,25.74889626354166,57.087947563541675
HeadM105_DaysToHeading,BosworthRue,19,35,Local vs PRISM,68.10190857584344,24.843160089583332,58.10194762638889
HeadM105_DaysToHeading,BosworthRue,19,36,Local vs PRISM,69.12265982889441,23.080458658680556,59.07759361979167
HeadM105_DaysToHeading,BosworthRue,19,37,Local vs PRISM,69.73442347204768,20.885326872569436,59.68550318368056
HeadM105_DaysToHeading,BosworthRue,19,38,Local vs PRISM,69.98665593294245,18.380935481597213,59.83841275520834
HeadM105_DaysToHeading,BosworthRue,19,39,Local vs PRISM,69.95962571811322,16.22462990520833,59.925760357986114
HeadM105_DaysToHeading,BosworthRue,19,40,Local vs PRISM,70.22912171680427,14.740043176041667,60.242972003819446
HeadM105_DaysToHeading,BosworthRue,20,25,Local vs PRISM,45.434907388517985,19.720734282291666,38.33667433993055
HeadM105_DaysToHeading,BosworthRue,20,26,Local vs PRISM,47.20243835445351,20.470734282291666,39.83667433993055
HeadM105_DaysToHeading,BosworthRue,20,27,Local vs PRISM,48.969986357040796,21.220734282291666,41.33667433993055
HeadM105_DaysToHeading,BosworthRue,20,28,Local vs PRISM,50.73754961575834,21.970734282291666,42.83667433993055
HeadM105_DaysToHeading,BosworthRue,20,29,Local vs PRISM,52.50512658983232,22.720734282291666,44.33667433993055
HeadM105_DaysToHeading,BosworthRue,20,30,Local vs PRISM,54.27271593920001,23.470734282291666,45.83667433993055
HeadM105_DaysToHeading,BosworthRue,20,31,Local vs PRISM,56.03944023375035,24.217609282291665,47.333549339930556
HeadM105_DaysToHeading,BosworthRue,20,32,Local vs PRISM,57.806420439241414,24.848442615624997,48.81063267326388
HeadM105_DaysToHeading,BosworthRue,20,33,Local vs PRISM,59.35698709169683,25.30330372673611,50.140493784374996
HeadM105_DaysToHeading,BosworthRue,20,34,Local vs PRISM,60.903173117688816,25.65003983784722,51.54375767326388
HeadM105_DaysToHeading,BosworthRue,20,35,Local vs PRISM,61.934103697178614,25.587463386111107,52.53619523611111
HeadM105_DaysToHeading,BosworthRue,20,36,Local vs PRISM,62.60347213319441,24.97676189618055,53.181465968402776
HeadM105_DaysToHeading,BosworthRue,20,37,Local vs PRISM,62.90111220192762,24.131616162152774,53.53807003576389
HeadM105_DaysToHeading,BosworthRue,20,38,Local vs PRISM,62.882622706285225,23.049150855902777,53.508354839930554
HeadM105_DaysToHeading,BosworthRue,20,39,Local vs PRISM,62.77610409327801,22.011340043402775,53.29429356215278
HeadM105_DaysToHeading,BosworthRue,20,40,Local vs PRISM,62.65036608858567,21.24756487326389,52.96306835034722
HeadM105_DaysToHeading,Canal,10,25,Local vs PRISM,58.76583838431498,55.355234081746026,55.355234081746026
HeadM105_DaysToHeading,Canal,10,26,Local vs PRISM,57.90602781860823,54.3572214138889,54.3572214138889
HeadM105_DaysToHeading,Canal,10,27,Local vs PRISM,56.467193379194086,52.70488830595237,52.70488830595237
HeadM105_DaysToHeading,Canal,10,28,Local vs PRISM,53.84657541469421,49.72112843015869,49.72112843015869
HeadM105_DaysToHeading,Canal,10,29,Local vs PRISM,50.10194457215528,45.56332631309527,45.56332631309527
HeadM105_DaysToHeading,Canal,10,30,Local vs PRISM,45.64949266633777,40.47177313968257,40.47177313968257
HeadM105_DaysToHeading,Canal,10,31,Local vs PRISM,40.32734806379847,34.347065099999995,34.45031937619045
HeadM105_DaysToHeading,Canal,10,32,Local vs PRISM,33.85388307843391,27.172300369444446,29.026744837698402
HeadM105_DaysToHeading,Canal,10,33,Local vs PRISM,27.629102099258805,19.435369269841267,23.411449111904762
HeadM105_DaysToHeading,Canal,10,34,Local vs PRISM,24.234527826289455,12.038442744047611,20.239997884523778
HeadM105_DaysToHeading,Canal,10,35,Local vs PRISM,24.257626956743483,5.041389632539709,22.126626335714263
HeadM105_DaysToHeading,Canal,10,36,Local vs PRISM,25.753254954668414,-0.7977364380951875,23.256104141269866
HeadM105_DaysToHeading,Canal,10,37,Local vs PRISM,26.763516245001515,-4.895433805158665,22.926453963888807
HeadM105_DaysToHeading,Canal,10,38,Local vs PRISM,27.324893363008474,-7.899239109920553,21.83850513293651
HeadM105_DaysToHeading,Canal,10,39,Local vs PRISM,27.429551451993852,-9.468321978968188,21.114748957539614
HeadM105_DaysToHeading,Canal,10,40,Local vs PRISM,27.55374887882881,-10.399823752777738,21.898708048809485
HeadM105_DaysToHeading,Canal,11,25,Local vs PRISM,64.37524037183975,61.39644103611109,61.39644103611109
HeadM105_DaysToHeading,Canal,11,26,Local vs PRISM,64.00469788032686,60.92158702539684,60.92158702539684
HeadM105_DaysToHeading,Canal,11,27,Local vs PRISM,62.98172894125442,59.73896821825396,59.73896821825396
HeadM105_DaysToHeading,Canal,11,28,Local vs PRISM,60.64497647499836,57.19158148174602,57.19158148174602
HeadM105_DaysToHeading,Canal,11,29,Local vs PRISM,57.14022321834906,53.31949365039686,53.31949365039686
HeadM105_DaysToHeading,Canal,11,30,Local vs PRISM,52.81376959055789,48.470440384126974,48.470440384126974
HeadM105_DaysToHeading,Canal,11,31,Local vs PRISM,47.14799440433072,42.48158951785711,42.48158951785711
HeadM105_DaysToHeading,Canal,11,32,Local vs PRISM,39.922118723653114,35.349824736111096,35.349824736111096
HeadM105_DaysToHeading,Canal,11,33,Local vs PRISM,32.31450481311155,27.612893636508016,27.628338176190532
HeadM105_DaysToHeading,Canal,11,34,Local vs PRISM,25.940741036652096,20.215967110714246,22.16612585357143
HeadM105_DaysToHeading,Canal,11,35,Local vs PRISM,21.860330240209908,13.218913999206361,18.48810466190478
HeadM105_DaysToHeading,Canal,11,36,Local vs PRISM,20.310629592532436,7.379787928571432,17.25001066428568
HeadM105_DaysToHeading,Canal,11,37,Local vs PRISM,19.58838925814242,3.2820905615079385,16.707983561507962
HeadM105_DaysToHeading,Canal,11,38,Local vs PRISM,19.415118723169726,0.27828525674604926,17.098873765476178
HeadM105_DaysToHeading,Canal,11,39,Local vs PRISM,19.189871280194502,-1.2907976123015683,17.005084015476182
HeadM105_DaysToHeading,Canal,11,40,Local vs PRISM,19.098479720667022,-2.222299386111087,17.01215433690475
HeadM105_DaysToHeading,Canal,12,25,Local vs PRISM,79.63238431693526,76.39631394484127,76.39631394484127
HeadM105_DaysToHeading,Canal,12,26,Local vs PRISM,80.39099756090518,76.95995992460318,76.95995992460318
HeadM105_DaysToHeading,Canal,12,27,Local vs PRISM,80.1487196236039,76.63434963214286,76.63434963214286
HeadM105_DaysToHeading,Canal,12,28,Local vs PRISM,78.10535712674007,74.60324851944445,74.60324851944445
HeadM105_DaysToHeading,Canal,12,29,Local vs PRISM,74.4354055348167,70.95973925555556,70.95973925555556
HeadM105_DaysToHeading,Canal,12,30,Local vs PRISM,69.66309320718898,66.22118601984126,66.22118601984126
HeadM105_DaysToHeading,Canal,12,31,Local vs PRISM,63.66114930625359,60.407120903968234,60.407120903968234
HeadM105_DaysToHeading,Canal,12,32,Local vs PRISM,56.557495940910414,53.31485608650793,53.31485608650793
HeadM105_DaysToHeading,Canal,12,33,Local vs PRISM,49.14743310236637,45.57792498690477,45.57792498690477
HeadM105_DaysToHeading,Canal,12,34,Local vs PRISM,42.14563484382829,38.180998461111095,38.180998461111095
HeadM105_DaysToHeading,Canal,12,35,Local vs PRISM,36.08912863828443,31.183945349603196,32.39199129484128
HeadM105_DaysToHeading,Canal,12,36,Local vs PRISM,31.31451420573814,25.344819278968252,28.92043702738095
HeadM105_DaysToHeading,Canal,12,37,Local vs PRISM,27.618989608206608,21.24712191190479,25.70689837380949
HeadM105_DaysToHeading,Canal,12,38,Local vs PRISM,24.95573159451275,18.243316607142884,22.96252191111109
HeadM105_DaysToHeading,Canal,12,39,Local vs PRISM,23.768975063929965,16.674233738095236,21.603121581745995
HeadM105_DaysToHeading,Canal,12,40,Local vs PRISM,23.257270194415877,15.742731964285733,20.90361988730157
HeadM105_DaysToHeading,Canal,13,25,Local vs PRISM,113.64637681682206,109.32112360238095,109.32112360238095
HeadM105_DaysToHeading,Canal,13,26,Local vs PRISM,116.69343209280062,112.07951796388889,112.07951796388889
HeadM105_DaysToHeading,Canal,13,27,Local vs PRISM,118.75555779183735,113.93840202261902,113.93840202261902
HeadM105_DaysToHeading,Canal,13,28,Local vs PRISM,118.86792289741781,113.96033463412698,113.96033463412698
HeadM105_DaysToHeading,Canal,13,29,Local vs PRISM,116.91289409743375,112.02762461746032,112.02762461746032
HeadM105_DaysToHeading,Canal,13,30,Local vs PRISM,113.19823536117053,108.30036397579366,108.30036397579366
HeadM105_DaysToHeading,Canal,13,31,Local vs PRISM,107.9812382700223,103.16258446706347,103.16258446706347
HeadM105_DaysToHeading,Canal,13,32,Local vs PRISM,101.42135294856465,96.35595532539683,96.35595532539683
HeadM105_DaysToHeading,Canal,13,33,Local vs PRISM,94.36169147773835,88.75530973492064,88.75530973492064
HeadM105_DaysToHeading,Canal,13,34,Local vs PRISM,87.6323635379857,81.42981178055558,81.42981178055558
HeadM105_DaysToHeading,Canal,13,35,Local vs PRISM,81.60427377989822,74.46468741269841,74.46468741269841
HeadM105_DaysToHeading,Canal,13,36,Local vs PRISM,76.65886519615273,68.55413277063494,68.55413277063494
HeadM105_DaysToHeading,Canal,13,37,Local vs PRISM,73.05849457354086,64.38500683214286,64.38500683214286
HeadM105_DaysToHeading,Canal,13,38,Local vs PRISM,70.54491267767465,61.34691581309523,61.34691581309523
HeadM105_DaysToHeading,Canal,13,39,Local vs PRISM,69.41043761745534,59.777832944047645,59.777832944047645
HeadM105_DaysToHeading,Canal,13,40,Local vs PRISM,68.90316845982397,58.84633117023811,58.84633117023811
HeadM105_DaysToHeading,Canal,14,25,Local vs PRISM,142.84611367251136,139.68753339563494,139.68753339563494
HeadM105_DaysToHeading,Canal,14,26,Local vs PRISM,147.78266814397682,144.48303104642858,144.48303104642858
HeadM105_DaysToHeading,Canal,14,27,Local vs PRISM,152.14565187562258,148.71993097817463,148.71993097817463
HeadM105_DaysToHeading,Canal,14,28,Local vs PRISM,155.23157876858141,151.78648651825395,151.78648651825395
