Variety,Location,Year,DaysToHeading,T_l,T_opt,Local_Cumulative_GDD,PRISM_Cumulative_GDD,Stat_Cumulative_GDD
HeadM209_DaysToHeading,ErdmanGallagher,2024,87,10,27,1000.6233333333333,971.7608814333333,950.1111111111111
HeadM209_DaysToHeading,LarrabeeSheppard,2016,93,10,27,1040.1022777277778,1015.5294990305556,922.7777777777778
HeadM209_DaysToHeading,LarrabeeSheppard,2017,84,10,27,1021.2294444444444,988.5024995722222,929.9722222222222
HeadM209_DaysToHeading,LarrabeeSheppard,2018,87,10,27,1030.50044485,1031.9870038111112,936.3611111111112
HeadM209_DaysToHeading,LarrabeeSheppard,2019,97,10,27,1069.983555625,1023.3809991,994.25
HeadM209_DaysToHeading,LarrabeeSheppard,2020,93,10,27,1035.8277777777778,982.2835025805556,871.0555555555555
HeadM209_DaysToHeading,LarrabeeSheppard,2021,92,10,27,1066.6133555611111,1027.9199786194445,936.8888888888889
HeadM209_DaysToHeading,LarrabeeSheppard,2022,96,10,27,1121.5601221166667,1101.6498775444445,1034.2222222222222
HeadM209_DaysToHeading,LarrabeeSheppard,2023,88,10,27,1030.0725,983.2485303888889,945.6944444444445
HeadM209_DaysToHeading,LarrabeeSheppard,2024,85,10,27,1060.0877777777778,1023.9488301361112,952.9722222222222
HeadM209_DaysToHeading,Lauppe,2016,95,10,27,1007.8419446361111,939.4790000722222,829.0277777777778
HeadM209_DaysToHeading,Lauppe,2017,82,10,27,941.2071109249999,886.3140015416667,818.4166666666666
HeadM209_DaysToHeading,Lauppe,2018,88,10,27,976.7402221,911.3245005638889,844.0277777777778
HeadM209_DaysToHeading,Lauppe,2019,92,10,27,985.3566666666667,913.5034995055555,879.9166666666666
HeadM209_DaysToHeading,Lauppe,2020,88,10,27,964.3824999999999,891.0834994222222,796.6388888888889
HeadM209_DaysToHeading,Lauppe,2021,95,10,27,1034.8113888888888,938.7404298833334,864.3611111111111
HeadM209_DaysToHeading,Lauppe,2022,97,10,27,1003.1175165611111,986.5347804833333,870.6944444444445
HeadM209_DaysToHeading,Lauppe,2023,91,10,27,1006.2405555555556,982.5388269388889,930.8611111111111
HeadM209_DaysToHeading,Lauppe,2024,84,10,27,995.1988888888889,944.8350315222223,869.4132608833334
HeadM209_DaysToHeading,Rehmann,2017,98,10,27,1014.9324444361112,1035.9255013527777,1022.7768338527777
HeadM209_DaysToHeading,Rehmann,2018,100,10,27,990.2022781666667,998.6315016833333,1005.2777777777778
HeadM209_DaysToHeading,Rehmann,2019,104,10,27,1029.9608333333333,1028.0294990583334,1008.2777777777778
HeadM209_DaysToHeading,Rehmann,2021,92,10,27,980.7509611555555,961.1328334805555,881.9444444444445
HeadM209_DaysToHeading,Schohr,2016,89,10,27,1013.4341666666667,1004.8089995472222,1006.1666666666666
HeadM209_DaysToHeading,Schohr,2017,86,10,27,1043.4579998972222,1046.4255008527778,1080.8142777555556
HeadM209_DaysToHeading,Schohr,2018,87,10,27,1010.4619444444444,1048.2590007805557,1062.0418332416666
HeadM209_DaysToHeading,Schohr,2019,93,10,27,1055.5391666666667,954.9694933722222,965.7777777777778
HeadM209_DaysToHeading,Schohr,2020,94,10,27,1046.60033355,1000.0524954888889,988.7222222222222
HeadM209_DaysToHeading,Schohr,2021,100,10,27,1054.0833333333333,1090.5872783611112,1052.9256169
HeadM209_DaysToHeading,Schohr,2022,104,10,27,1062.1475,1001.5434298527778,1010.9444444444445
HeadM209_DaysToHeading,Schohr,2023,91,10,27,1023.5930555555556,959.5958256611111,965.0555555555555
HeadM209_DaysToHeading,Schohr,2024,90,10,27,1076.4262327138888,1065.0392794694444,1058.25
HeadM209_DaysToHeading,Wylie,2016,94,10,27,1045.352555736111,988.7599978388889,1044.0277777777778
HeadM209_DaysToHeading,Wylie,2017,89,10,27,1013.41,952.3520016583333,954.8411671333333
HeadM209_DaysToHeading,Wylie,2018,90,10,27,1044.5985555666666,1007.5084977027777,1014.8611111111111
HeadM209_DaysToHeading,Wylie,2019,99,10,27,1105.9858332,1050.6365013027778,1072
HeadM209_DaysToHeading,Wylie,2020,94,10,27,1025.9519442333333,971.7874984611111,989.7777777777777
HeadM209_DaysToHeading,Wylie,2021,96,10,27,1108.9990053972222,1066.4536790972222,1029.8055555555557
HeadM209_DaysToHeading,Wylie,2022,97,10,27,1079.9197222222222,1065.3030280972223,995.1111111111111
HeadM209_DaysToHeading,Wylie,2023,88,10,27,994.9010777,993.0687365555556,977.25
HeadM209_DaysToHeading,BosworthRue,2016,92,10,28,1076.9087778194444,1036.6555028083333,878.3055555555555
HeadM209_DaysToHeading,BosworthRue,2017,84,10,28,1055.0865555027779,1023.5779986305556,875.9444444444445
HeadM209_DaysToHeading,BosworthRue,2018,91,10,28,1091.69,1055.2654991194445,913.0833333333334
HeadM209_DaysToHeading,BosworthRue,2019,90,10,28,1114.9460555666667,1094.5414996083334,1004.7222222222222
HeadM209_DaysToHeading,BosworthRue,2020,100,10,28,1125.4542777555555,1070.6420016194445,884.2777777777778
HeadM209_DaysToHeading,BosworthRue,2021,99,10,28,1109.3525998694445,1076.2537798916667,924.6666666666667
HeadM209_DaysToHeading,BosworthRue,2022,88,10,28,1045.6716053027778,1042.1635766027778,923.8055555555555
HeadM209_DaysToHeading,BosworthRue,2023,85,10,28,992.4379942694444,959.1544818777778,890.0555555555555
HeadM209_DaysToHeading,Canal,2016,100,10,28,1072.681111111111,1029.8189992916666,1081.9444444444443
HeadM209_DaysToHeading,Canal,2017,89,10,28,1052.9963889638889,980.3580002777778,952.0579996111111
HeadM209_DaysToHeading,Canal,2018,89,10,28,1031.1580555555556,1008.1609997749999,1008.5277777777778
HeadM209_DaysToHeading,Canal,2019,99,10,28,1113.0805555555555,1024.0529956861112,1078.5
HeadM209_DaysToHeading,Canal,2020,92,10,28,1133.0785557,1091.006997588889,1111.2614438805556
HeadM209_DaysToHeading,Canal,2023,78,10,28,943.0291660555555,891.8820781583333,899.5277777777778
HeadM209_DaysToHeading,Canal,2024,83,10,28,1065.2597222222223,1035.0602803222223,1043.138888888889
HeadM209_DaysToHeading,DelRio,2016,116,10,28,1127.848611111111,1150.5005011472222,801.9166666666667
HeadM209_DaysToHeading,DelRio,2021,115,10,28,776.1111111111111,1000.1368322416666,776
HeadM209_DaysToHeading,DelRio,2022,122,10,28,815.9722222222222,1072.0273265888889,813.5833333333334
HeadM209_DaysToHeading,DelRio,2023,114,10,28,732.0277777777778,1024.814074038889,730.2777777777778
HeadM209_DaysToHeading,ErdmanGallagher,2016,94,10,28,1031.1404999916667,1031.0760011722223,981.9444444444445
HeadM209_DaysToHeading,ErdmanGallagher,2017,85,10,28,985.9719444444445,956.6314997750001,919.3204448472222
HeadM209_DaysToHeading,ErdmanGallagher,2018,88,10,28,1025.7401667472222,996.1059989777777,949.3333333333334
HeadM209_DaysToHeading,ErdmanGallagher,2019,93,10,28,1077.5891666666666,1029.750996136111,1037.0277777777778
HeadM209_DaysToHeading,ErdmanGallagher,2020,95,10,28,1082.0214440694444,1040.5449981666666,1019.3055555555555
HeadM209_DaysToHeading,ErdmanGallagher,2021,95,10,28,1051.878927413889,963.7609314944444,921.86130545
HeadM209_DaysToHeading,ErdmanGallagher,2023,92,10,28,1062.8807278166666,952.5855312388888,940.1944444444445
HeadM209_DaysToHeading,ErdmanGallagher,2024,87,10,28,1042.4744444444445,1012.2608814333333,991.8888888888889
HeadM209_DaysToHeading,LarrabeeSheppard,2016,93,10,28,1074.8150555055556,1054.014498686111,959.5
HeadM209_DaysToHeading,LarrabeeSheppard,2017,84,10,28,1057.6852777777779,1025.5744991222223,965.6944444444445
HeadM209_DaysToHeading,LarrabeeSheppard,2018,87,10,28,1067.5910004055556,1071.0895037722223,972.75
HeadM209_DaysToHeading,LarrabeeSheppard,2019,97,10,28,1107.516055625,1064.0294995416666,1033.6666666666667
HeadM209_DaysToHeading,LarrabeeSheppard,2020,93,10,28,1069.2130555555555,1018.8805027027778,902.3888888888889
HeadM209_DaysToHeading,LarrabeeSheppard,2021,92,10,28,1105.2428000055556,1068.3674283027779,974.8888888888889
HeadM209_DaysToHeading,LarrabeeSheppard,2022,96,10,28,1163.0095665611111,1144.4333763055556,1075.6666666666667
HeadM209_DaysToHeading,LarrabeeSheppard,2023,88,10,28,1061.778611111111,1018.9669275305556,979.9444444444445
HeadM209_DaysToHeading,LarrabeeSheppard,2024,85,10,28,1100.9141666666667,1064.9488301361112,992.4722222222222
HeadM209_DaysToHeading,Lauppe,2016,95,10,28,1041.3786113027777,977.2469997194445,864.8333333333334
HeadM209_DaysToHeading,Lauppe,2017,82,10,28,975.8490553694444,922.4455017861111,853.3611111111111
HeadM209_DaysToHeading,Lauppe,2018,88,10,28,1012.1018887666667,946.981000425,879.0555555555555
HeadM209_DaysToHeading,Lauppe,2019,92,10,28,1021.3913888888889,950.3274989111111,918.2777777777778
HeadM209_DaysToHeading,Lauppe,2020,88,10,28,996.6188888888888,925.2695002444444,830.0555555555555
HeadM209_DaysToHeading,Lauppe,2021,95,10,28,1073.408611111111,980.7146282277778,904.7777777777778
HeadM209_DaysToHeading,Lauppe,2022,97,10,28,1039.04640545,1026.2241792527777,907.5555555555555
HeadM209_DaysToHeading,Lauppe,2023,91,10,28,1037.5397222222223,1017.5464754055556,967.5277777777778
HeadM209_DaysToHeading,Lauppe,2024,84,10,28,1035.6963888888888,985.0482807277779,907.6077053277778
HeadM209_DaysToHeading,Rehmann,2017,98,10,28,1058.1404999916667,1078.2695012138888,1065.8046116305554
HeadM209_DaysToHeading,Rehmann,2018,100,10,28,1028.242000388889,1038.0665030583334,1045.861111111111
HeadM209_DaysToHeading,Rehmann,2019,104,10,28,1071.8733333333332,1069.8804988916668,1051.2777777777778
HeadM209_DaysToHeading,Rehmann,2021,92,10,28,1021.7359611555555,1003.8431825638888,924.3055555555555
HeadM209_DaysToHeading,Schohr,2016,89,10,28,1047.8727777777779,1042.742000113889,1045.111111111111
HeadM209_DaysToHeading,Schohr,2017,86,10,28,1082.2229998972223,1085.6910009194444,1120.8976110888889
HeadM209_DaysToHeading,Schohr,2018,87,10,28,1046.3066666666666,1086.7845001222222,1101.9029443527777
HeadM209_DaysToHeading,Schohr,2019,93,10,28,1093.3838888888888,992.1024927916667,1003.75
HeadM209_DaysToHeading,Schohr,2020,94,10,28,1081.4997779944445,1036.2904954,1025.138888888889
HeadM209_DaysToHeading,Schohr,2021,100,10,28,1097.25,1134.039278025,1096.0922835666668
HeadM209_DaysToHeading,Schohr,2022,104,10,28,1098.2458333333334,1038.6466288583333,1049.0833333333333
HeadM209_DaysToHeading,Schohr,2023,91,10,28,1056.7797222222223,995.0329747111111,1000.1111111111111
HeadM209_DaysToHeading,Schohr,2024,90,10,28,1120.4262327138888,1107.7951789,1101.2777777777778
HeadM209_DaysToHeading,Wylie,2016,94,10,28,1079.0345001805556,1028.259997838889,1083.4722222222222
HeadM209_DaysToHeading,Wylie,2017,89,10,28,1049.206111111111,988.9605011861111,991.1189449111112
