Variety,Location,Year,T_l,T_opt,RMSE,MBE,MAE,Comparison,Approach
HeadM210_DaysToHeading,BosworthRue,2021,10,32,0.13989276388906546,-0.13989276388906546,0.13989276388906546,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,BosworthRue,2022,13,33,0.1477490805555135,-0.1477490805555135,0.1477490805555135,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,BosworthRue,2023,10,33,0.5759385250000832,0.5759385250000832,0.5759385250000832,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2016,11,33,0.00450069999999414,-0.00450069999999414,0.00450069999999414,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2017,10,38,0.01455880833327683,0.01455880833327683,0.01455880833327683,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2018,10,31,0.0076122055554606,-0.0076122055554606,0.0076122055554606,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2019,12,40,12.91272798888872,12.91272798888872,12.91272798888872,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2020,11,36,2.1141616305553725,-2.1141616305553725,2.1141616305553725,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2023,10,40,9.246255322222169,9.246255322222169,9.246255322222169,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Canal,2024,10,39,0.08101149444451039,-0.08101149444451039,0.08101149444451039,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,DelRio,2016,18,25,0,0,0,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,DelRio,2021,19,25,0,0,0,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,DelRio,2022,19,25,0,0,0,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,DelRio,2023,19,25,12.546549797222228,-12.546549797222228,12.546549797222228,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2016,11,28,1.5333327750000765,1.5333327750000765,1.5333327750000765,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2017,11,35,0.9107177000000776,0.9107177000000776,0.9107177000000776,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2018,15,38,0.22078218888896117,0.22078218888896117,0.22078218888896117,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2019,13,40,0.34638861388884834,0.34638861388884834,0.34638861388884834,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2020,11,37,1.8047189000001256,-1.8047189000001256,1.8047189000001256,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2021,20,25,12.753611111111113,12.753611111111113,12.753611111111113,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2023,20,25,52.35111111111111,52.35111111111111,52.35111111111111,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,ErdmanGallagher,2024,11,29,25.161534366666615,25.161534366666615,25.161534366666615,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2016,11,31,0.01244121111108143,-0.01244121111108143,0.01244121111108143,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2017,14,37,0.35638861944448763,-0.35638861944448763,0.35638861944448763,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2018,18,26,0.18700210833338815,-0.18700210833338815,0.18700210833338815,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2019,12,35,20.926445288889,20.926445288889,20.926445288889,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2020,10,34,3.909888980555479,3.909888980555479,3.909888980555479,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2021,10,34,0.08147060833334763,-0.08147060833334763,0.08147060833334763,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2022,10,32,1.121257136111126,-1.121257136111126,1.121257136111126,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2023,12,36,2.039633497222212,-2.039633497222212,2.039633497222212,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,LarrabeeSheppard,2024,12,39,1.0465158055556003,-1.0465158055556003,1.0465158055556003,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2016,10,40,11.431508508333309,11.431508508333309,11.431508508333309,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2017,10,35,0.2272232499999518,-0.2272232499999518,0.2272232499999518,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2018,10,35,4.292222219444284,4.292222219444284,4.292222219444284,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2019,11,40,27.563609699999915,27.563609699999915,27.563609699999915,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2020,10,36,1.516724227777786,1.516724227777786,1.516724227777786,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2021,10,37,0.4446848944444355,0.4446848944444355,0.4446848944444355,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2022,19,31,0.15568200277777322,-0.15568200277777322,0.15568200277777322,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2023,11,40,0.16090925555567992,0.16090925555567992,0.16090925555567992,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Lauppe,2024,10,40,14.58247526944433,14.58247526944433,14.58247526944433,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Rehmann,2017,11,36,1.517997161111225,1.517997161111225,1.517997161111225,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Rehmann,2018,20,25,0,0,0,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Rehmann,2019,20,25,0,0,0,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Rehmann,2021,20,25,0,0,0,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2016,18,36,0.209113086111131,0.209113086111131,0.209113086111131,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2017,13,34,0.07016476111107295,0.07016476111107295,0.07016476111107295,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2018,13,35,0.05899836111098011,-0.05899836111098011,0.05899836111098011,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2019,20,25,51.01755567777778,51.01755567777778,51.01755567777778,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2020,10,40,0.6066143138889402,0.6066143138889402,0.6066143138889402,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2021,20,36,0.1282392083333335,0.1282392083333335,0.1282392083333335,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2022,20,25,0.05400005277777708,-0.05400005277777708,0.05400005277777708,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2023,11,40,18.70080756388893,18.70080756388893,18.70080756388893,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Schohr,2024,17,37,0.10414215833327488,0.10414215833327488,0.10414215833327488,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2016,11,32,3.796054263888891,-3.796054263888891,3.796054263888891,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2017,20,34,0.24294602777780483,-0.24294602777780483,0.24294602777780483,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2018,10,32,0.27910989166684885,-0.27910989166684885,0.27910989166684885,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2019,13,35,1.631836188888883,-1.631836188888883,1.631836188888883,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2020,14,40,0.06805568055551703,-0.06805568055551703,0.06805568055551703,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2021,10,36,4.426380666666773,-4.426380666666773,4.426380666666773,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2022,10,31,1.5702284027777296,-1.5702284027777296,1.5702284027777296,Local vs PRISM,RMSE Only
HeadM210_DaysToHeading,Wylie,2023,17,25,0.4408183027777568,-0.4408183027777568,0.4408183027777568,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2016,10,33,1.673279880555583,-1.673279880555583,1.673279880555583,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2017,10,34,0.5933330000000296,-0.5933330000000296,0.5933330000000296,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2018,11,39,1.7598317888889596,1.7598317888889596,1.7598317888889596,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2019,13,37,0.643112430555675,-0.643112430555675,0.643112430555675,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2020,11,35,1.7830583638890405,-1.7830583638890405,1.7830583638890405,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2021,16,40,2.521179583333378,2.521179583333378,2.521179583333378,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2022,19,30,0.1264876888889006,-0.1264876888889006,0.1264876888889006,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,BosworthRue,2023,19,39,1.390453744444443,-1.390453744444443,1.390453744444443,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2016,12,38,1.2318868833333454,1.2318868833333454,1.2318868833333454,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2017,10,38,1.3122781361112177,-1.3122781361112177,1.3122781361112177,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2018,10,31,0.06883205555550376,0.06883205555550376,0.06883205555550376,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2019,12,40,13.20050780833344,13.20050780833344,13.20050780833344,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2020,13,40,1.7615029861110545,1.7615029861110545,1.7615029861110545,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2023,10,40,5.534244344444232,5.534244344444232,5.534244344444232,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Canal,2024,11,35,0.3893979138888426,0.3893979138888426,0.3893979138888426,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,DelRio,2021,19,25,0,0,0,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,DelRio,2022,19,25,0,0,0,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,DelRio,2023,20,25,12.546549797222228,-12.546549797222228,12.546549797222228,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2017,11,35,0.04116211111090706,0.04116211111090706,0.04116211111090706,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2018,12,40,0.8010593333333418,0.8010593333333418,0.8010593333333418,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2019,12,33,0.16744931666676166,0.16744931666676166,0.16744931666676166,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2020,10,34,1.031608466666739,-1.031608466666739,1.031608466666739,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2021,20,25,12.753611111111113,12.753611111111113,12.753611111111113,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2023,10,40,65.21132823611106,65.21132823611106,65.21132823611106,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,ErdmanGallagher,2024,11,29,25.86706811111117,25.86706811111117,25.86706811111117,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2016,17,32,0.05166559166667639,-0.05166559166667639,0.05166559166667639,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2017,13,38,0.03432948055547058,-0.03432948055547058,0.03432948055547058,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2018,17,27,0.03022572777774712,-0.03022572777774712,0.03022572777774712,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2019,12,39,18.000833369444308,18.000833369444308,18.000833369444308,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2020,10,34,0.7447217888889099,-0.7447217888889099,0.7447217888889099,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2021,12,40,0.19625715555571333,-0.19625715555571333,0.19625715555571333,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2022,13,35,2.3078754861110156,2.3078754861110156,2.3078754861110156,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2023,11,35,0.25498871388867883,0.25498871388867883,0.25498871388867883,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,LarrabeeSheppard,2024,13,38,0.1735719666667137,0.1735719666667137,0.1735719666667137,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2017,10,35,0.21344284166684704,0.21344284166684704,0.21344284166684704,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2018,10,35,5.214000074999831,-5.214000074999831,5.214000074999831,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2019,11,40,29.772610363888816,29.772610363888816,29.772610363888816,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2020,10,36,0.2896096499998748,-0.2896096499998748,0.2896096499998748,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2021,10,36,3.140573655555727,3.140573655555727,3.140573655555727,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2022,15,38,0.11225454722216456,-0.11225454722216456,0.11225454722216456,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2023,11,39,0.11174549722227312,-0.11174549722227312,0.11174549722227312,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Lauppe,2024,10,40,5.416371861110974,5.416371861110974,5.416371861110974,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Rehmann,2017,11,36,2.129501444444486,-2.129501444444486,2.129501444444486,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Rehmann,2018,20,25,0,0,0,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Rehmann,2019,20,25,0,0,0,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Rehmann,2021,20,25,0,0,0,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2016,16,35,0.02438979722228396,-0.02438979722228396,0.02438979722228396,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2017,16,32,0.5242773055556427,0.5242773055556427,0.5242773055556427,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2018,14,33,0.11755641666673,0.11755641666673,0.11755641666673,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2019,20,25,51.01755567777778,51.01755567777778,51.01755567777778,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2020,10,36,0.6040508138889891,-0.6040508138889891,0.6040508138889891,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2021,18,32,0.2041926888888952,0.2041926888888952,0.2041926888888952,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2022,11,35,1.1992517305554884,-1.1992517305554884,1.1992517305554884,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2023,11,40,14.43770310833338,14.43770310833338,14.43770310833338,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Schohr,2024,17,37,0.10414215833327488,0.10414215833327488,0.10414215833327488,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2016,12,34,1.6637239444444276,-1.6637239444444276,1.6637239444444276,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2017,14,36,1.15999740277789,1.15999740277789,1.15999740277789,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2018,12,37,0.05460969166688301,0.05460969166688301,0.05460969166688301,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2019,12,34,0.6411700777778151,-0.6411700777778151,0.6411700777778151,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2020,10,33,1.6785555527776523,-1.6785555527776523,1.6785555527776523,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2021,10,35,0.2057281305555989,-0.2057281305555989,0.2057281305555989,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2022,10,30,0.2994599000001017,0.2994599000001017,0.2994599000001017,Local vs PRISM,RMSE Only
HeadM211_DaysToHeading,Wylie,2023,16,31,0.23321081111112107,0.23321081111112107,0.23321081111112107,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Canal,2024,12,40,8.251885302777737,8.251885302777737,8.251885302777737,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,ErdmanGallagher,2024,19,25,38.676269933333344,38.676269933333344,38.676269933333344,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,LarrabeeSheppard,2024,10,34,0.516255069444469,-0.516255069444469,0.516255069444469,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Lauppe,2024,19,25,38.69844778055554,38.69844778055554,38.69844778055554,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Schohr,2016,11,28,0.6752778416666843,0.6752778416666843,0.6752778416666843,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Schohr,2017,16,30,0.07400069166646972,-0.07400069166646972,0.07400069166646972,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Schohr,2024,17,40,3.6069692083333393,3.6069692083333393,3.6069692083333393,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Wylie,2016,13,38,0.4868305805557611,-0.4868305805557611,0.4868305805557611,Local vs PRISM,RMSE Only
HeadM401_DaysToHeading,Wylie,2017,12,34,0.2324396083333795,0.2324396083333795,0.2324396083333795,Local vs PRISM,RMSE Only
HeadM105_DaysToHeading,BosworthRue,2016,11,36,0.29750014166666006,-0.29750014166666006,0.29750014166666006,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2017,11,36,0.8129996638890589,-0.8129996638890589,0.8129996638890589,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2018,10,35,4.350057994444342,-4.350057994444342,4.350057994444342,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2019,15,34,1.411664975000008,-1.411664975000008,1.411664975000008,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2020,16,34,2.7376140583332926,-2.7376140583332926,2.7376140583332926,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2021,10,32,1.5149565166666434,1.5149565166666434,1.5149565166666434,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2022,19,39,0.597224633333326,-0.597224633333326,0.597224633333326,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,BosworthRue,2023,10,33,0.9635878305556388,0.9635878305556388,0.9635878305556388,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2016,11,33,0.0540558888887972,-0.0540558888887972,0.0540558888887972,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2017,10,39,0.5410511361110366,-0.5410511361110366,0.5410511361110366,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2018,10,31,0.36138996666659295,-0.36138996666659295,0.36138996666659295,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2019,12,40,18.13506214444442,18.13506214444442,18.13506214444442,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2020,10,34,0.01638515277772967,-0.01638515277772967,0.01638515277772967,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2023,10,40,9.246255322222169,9.246255322222169,9.246255322222169,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Canal,2024,10,39,0.03275709722220199,-0.03275709722220199,0.03275709722220199,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,DelRio,2016,18,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,DelRio,2021,19,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,DelRio,2022,19,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,DelRio,2023,19,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2016,14,30,0.21478013333330637,-0.21478013333330637,0.21478013333330637,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2017,11,36,0.26217315000008057,-0.26217315000008057,0.26217315000008057,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2018,10,33,2.0406657777778037,2.0406657777778037,2.0406657777778037,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2019,10,35,0.3581658250000146,-0.3581658250000146,0.3581658250000146,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2020,11,37,1.9912741555556297,-1.9912741555556297,1.9912741555556297,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2021,20,25,12.753611111111113,12.753611111111113,12.753611111111113,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2023,20,25,52.35111111111111,52.35111111111111,52.35111111111111,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,ErdmanGallagher,2024,11,29,25.27348890555561,25.27348890555561,25.27348890555561,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2016,13,38,0.3534895055556717,-0.3534895055556717,0.3534895055556717,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2017,11,38,0.07521902500002398,-0.07521902500002398,0.07521902500002398,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2018,18,26,0.18700210833338815,-0.18700210833338815,0.18700210833338815,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2019,12,35,20.926445288889,20.926445288889,20.926445288889,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2020,10,35,2.867113655555613,-2.867113655555613,2.867113655555613,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2021,11,36,1.985515872222095,1.985515872222095,1.985515872222095,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2022,13,36,0.4293715166668335,0.4293715166668335,0.4293715166668335,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2023,12,37,0.8351334138890252,-0.8351334138890252,0.8351334138890252,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,LarrabeeSheppard,2024,10,35,0.13517035555560142,0.13517035555560142,0.13517035555560142,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2016,10,40,20.307673674999933,20.307673674999933,20.307673674999933,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2017,10,36,1.1333896944445314,-1.1333896944445314,1.1333896944445314,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2018,10,36,4.818055138888894,-4.818055138888894,4.818055138888894,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2019,11,40,29.896609005555547,29.896609005555547,29.896609005555547,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2020,10,37,0.7122255722222235,0.7122255722222235,0.7122255722222235,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2021,10,39,1.0075610305555074,1.0075610305555074,1.0075610305555074,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2022,13,40,0.11094965277777646,-0.11094965277777646,0.11094965277777646,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2023,10,34,1.5863531749998856,-1.5863531749998856,1.5863531749998856,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Lauppe,2024,10,40,21.50608438611107,21.50608438611107,21.50608438611107,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Rehmann,2017,11,37,0.10244233333332886,0.10244233333332886,0.10244233333332886,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Rehmann,2018,20,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Rehmann,2019,20,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Rehmann,2021,20,25,0,0,0,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2016,18,36,0.209113086111131,0.209113086111131,0.209113086111131,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2017,18,37,0.5223858611111609,0.5223858611111609,0.5223858611111609,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2018,13,35,1.969943316666786,-1.969943316666786,1.969943316666786,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2019,20,25,51.01755567777778,51.01755567777778,51.01755567777778,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2020,10,40,3.3759478611111717,3.3759478611111717,3.3759478611111717,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2021,12,37,0.09662193611097793,-0.09662193611097793,0.09662193611097793,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2022,10,37,0.01644113611109787,-0.01644113611109787,0.01644113611109787,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2023,11,40,21.47566690000008,21.47566690000008,21.47566690000008,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Schohr,2024,17,37,1.335485824999978,1.335485824999978,1.335485824999978,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2016,11,32,2.0245542499999374,-2.0245542499999374,2.0245542499999374,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2017,20,34,0.35005708611114983,-0.35005708611114983,0.35005708611114983,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2018,10,32,0.7878902305556039,0.7878902305556039,0.7878902305556039,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2019,13,35,1.7932799333334517,-1.7932799333334517,1.7932799333334517,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2020,13,37,1.04155521944449,-1.04155521944449,1.04155521944449,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2021,10,36,1.9996755527777168,-1.9996755527777168,1.9996755527777168,Local vs PRISM,RMSE + MAE + MBE
HeadM105_DaysToHeading,Wylie,2022,10,31,0.28340463333324806,0.28340463333324806,0.28340463333324806,Local vs PRISM,RMSE + MAE + MBE
